UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
C,3,2018,85,937725,372950,564775,324156,479893,27514,52825,2135,3238,15969,24051,401,517,2775,4251,326496,483438,28145,53980,3668,5684,16892,25278,753,1051,344920,519773,298170,438298,26530,51131,1637,2494,15770,23732,354,445,2459,3673,300232,441341,27034,52049,3007,4667,16611,24805,673,922,28030,45002,25986,41595,984,1694,498,744,199,319,47,72,316,578,26264,42097,1111,1931,661,1017,281,473,80,129
C,3,2018,86,851514,333204,518310,293280,446159,22019,44286,1749,2752,13456,20845,335,441,2365,3827,295315,449369,22565,45294,3055,4975,14225,21933,634,897,307821,477882,269572,408643,21270,42881,1325,2091,13296,20593,287,388,2071,3286,271345,411378,21701,43663,2481,4033,13992,21569,548,789,25383,40428,23708,37516,749,1405,424,661,160,252,48,53,294,541,23970,37991,864,1631,574,942,233,364,86,108
C,3,2018,87,793452,302007,491445,265573,422997,19899,41464,1567,2574,12424,20414,322,435,2222,3561,267457,425990,20388,42431,2802,4595,13172,21469,599,854,278784,452854,243951,387172,19153,40160,1165,1925,12296,20168,287,365,1932,3064,245589,389729,19535,40903,2246,3703,12964,21094,536,743,23223,38591,21622,35825,746,1304,402,649,128,246,35,70,290,497,21868,36261,853,1528,556,892,208,375,63,111
C,3,2018,88,703671,261131,442540,229617,381060,17266,37849,1422,2206,10700,17948,278,389,1848,3088,231196,383620,17698,38704,2475,3976,11268,18832,508,759,240887,408611,210764,349500,16614,36699,1074,1686,10588,17727,242,336,1605,2663,212133,351702,16949,37363,2004,3249,11088,18507,442,660,20244,33929,18853,31560,652,1150,348,520,112,221,36,53,243,425,19063,31918,749,1341,471,727,180,325,66,99
C,3,2018,89,611151,220737,390414,194996,337707,13995,32407,1120,1824,8835,15352,205,344,1586,2780,196326,340031,14356,33187,2017,3423,9340,16135,408,680,204200,361594,179563,310987,13478,31368,844,1368,8744,15169,182,296,1389,2406,180723,312976,13766,31986,1646,2791,9196,15868,357,599,16537,28820,15433,26720,517,1039,276,456,91,183,23,48,197,374,15603,27055,590,1201,371,632,144,267,51,81
C,3,2018,90,539863,188922,350941,166901,304489,11826,28648,918,1645,7767,13459,164,274,1346,2426,168049,306524,12107,29277,1664,3071,8213,14128,342,585,175336,326345,154182,281662,11436,27780,690,1249,7691,13299,143,232,1194,2123,155198,283427,11664,28281,1355,2525,8100,13896,306,506,13586,24596,12719,22827,390,868,228,396,76,160,21,42,152,303,12851,23097,443,996,309,546,113,232,36,79
C,3,2018,91,456232,155095,301137,136894,261666,9770,24197,746,1419,6437,11571,130,233,1118,2051,137839,263400,10039,24776,1387,2587,6783,12129,261,472,143988,280423,126515,242491,9422,23428,586,1075,6373,11435,113,202,979,1792,127341,243996,9633,23894,1156,2119,6681,11934,228,415,11107,20714,10379,19175,348,769,160,344,64,136,17,31,139,259,10498,19404,406,882,231,468,102,195,33,57
C,3,2018,92,381663,124495,257168,109689,223272,7840,20783,594,1129,5399,10008,88,195,885,1781,110441,224751,8059,21291,1080,2149,5674,10498,199,409,115655,239987,101440,207335,7578,20166,439,859,5349,9890,75,169,774,1568,102097,208636,7749,20578,870,1776,5595,10323,171,357,8840,17181,8249,15937,262,617,155,270,50,118,13,26,111,213,8344,16115,310,713,210,373,79,175,28,52
C,3,2018,93,319070,100529,218541,88453,190408,6262,17098,474,991,4547,8372,85,187,708,1485,89053,191656,6434,17547,864,1857,4782,8755,174,349,93594,204551,81977,177415,6058,16602,358,766,4503,8283,75,165,623,1320,82505,178520,6193,16980,710,1549,4709,8625,152,311,6935,13990,6476,12993,204,496,116,225,44,89,10,22,85,165,6548,13136,241,567,154,308,73,130,22,38
C,3,2018,94,252007,77288,174719,67822,152391,4768,13545,369,721,3679,6769,62,140,588,1153,68314,153349,4916,13885,690,1395,3875,7065,132,274,71815,164033,62701,142485,4604,13152,286,554,3646,6693,53,121,525,1028,63141,143337,4728,13437,576,1163,3825,6957,112,243,5473,10686,5121,9906,164,393,83,167,33,76,9,19,63,125,5173,10012,188,448,114,232,50,108,20,31
C,3,2018,95,194778,57604,137174,50152,119261,3694,10873,272,550,3003,5478,44,108,439,904,50534,120001,3803,11140,507,1064,3150,5727,102,224,53600,128939,46424,111582,3568,10582,208,436,2974,5428,38,97,388,814,46761,112243,3654,10815,415,905,3110,5652,88,201,4004,8235,3728,7679,126,291,64,114,29,50,6,11,51,90,3773,7758,149,325,92,159,40,75,14,23
C,3,2018,96,154032,44010,110022,38604,96281,2578,8425,198,459,2259,4039,40,88,331,730,38884,96884,2676,8650,380,874,2362,4231,80,182,41245,103707,36003,90416,2507,8209,160,365,2247,4003,34,75,294,639,36250,90941,2589,8398,323,737,2341,4166,66,157,2765,6315,2601,5865,71,216,38,94,12,36,6,13,37,91,2634,5943,87,252,57,137,21,65,14,25
C,3,2018,97,110273,30151,80122,26168,69414,1873,6339,134,322,1694,3429,26,66,256,552,26384,69862,1943,6521,273,635,1776,3575,59,135,28260,75620,24427,65216,1811,6195,101,257,1677,3402,20,60,224,490,24617,65612,1867,6350,223,538,1749,3534,47,124,1891,4502,1741,4198,62,144,33,65,17,27,6,6,32,62,1767,4250,76,171,50,97,27,41,12,11
C,3,2018,98,76946,20253,56693,17334,48667,1390,4878,100,228,1248,2488,22,43,159,389,17459,48984,1438,5013,186,453,1297,2580,48,92,18960,53554,16132,45766,1353,4756,77,185,1241,2470,19,38,138,339,16241,46040,1391,4871,153,384,1284,2552,41,76,1293,3139,1202,2901,37,122,23,43,7,18,3,5,21,50,1218,2944,47,142,33,69,13,28,7,16
C,3,2018,99,51361,12801,38560,10931,33194,860,3199,65,155,821,1711,17,31,107,270,11021,33416,892,3293,119,306,856,1777,32,67,12053,36564,10248,31375,833,3105,49,130,817,1700,15,27,91,227,10325,31561,858,3180,96,259,847,1755,25,58,748,1996,683,1819,27,94,16,25,4,11,2,4,16,43,696,1855,34,113,23,47,9,22,7,9
C,3,2018,100,91544,20455,71089,16797,59399,1529,6784,129,328,1767,3939,31,79,202,560,16957,59843,1595,7001,235,628,1833,4084,64,159,19210,67480,15661,56092,1484,6642,106,280,1756,3907,29,71,174,488,15798,56477,1539,6821,196,548,1812,4029,56,141,1245,3609,1136,3307,45,142,23,48,11,32,2,8,28,72,1159,3366,56,180,39,80,21,55,8,18
C,4,2018,999,325215526,159758144,165457382,122887228,125679656,20813705,22746358,2093750,2071100,9153413,10043207,400817,395707,4409231,4521354,126813798,129683110,22788538,24813548,3406453,3458999,10793794,11688400,789316,792407,129994064,136164752,96802188,100050492,19376220,21254857,1175340,1220189,8848799,9737090,288643,290454,3502874,3611670,99920277,103245545,20931783,22892763,2107535,2228424,10238342,11130278,592686,602754,29764080,29292630,26085040,25629164,1437485,1491501,918410,850911,304614,306117,112174,105253,906357,909684,26893521,26437565,1856755,1920785,1298918,1230575,555452,558122,196630,189653
C,4,2018,0,3839259,1962993,1876266,1368714,1305544,307245,298870,36707,34685,116602,109418,7230,6821,126495,120928,1485047,1416740,376875,365851,60425,57439,163518,153879,15922,15035,1458886,1391095,955674,907767,273387,266008,14935,14272,108918,102046,4543,4223,101429,96779,1049454,997229,330060,320447,30216,28924,148015,139014,10932,10237,504107,485171,413040,397777,33858,32862,21772,20413,7684,7372,2687,2598,25066,24149,435593,419511,46815,45404,30209,28515,15503,14865,4990,4798
C,4,2018,1,3925638,2007258,1918380,1406333,1339895,306545,299168,35633,34760,123861,115807,7390,6996,127496,121754,1523470,1451868,375808,365942,59779,57913,171864,160917,16354,15379,1493607,1423661,981890,931466,272712,266547,15789,15201,116234,108515,4733,4389,102249,97543,1076296,1021649,328931,320821,31471,30176,156354,146098,11382,10560,513651,494719,424443,408429,33833,32621,19844,19559,7627,7292,2657,2607,25247,24211,447174,430219,46877,45121,28308,27737,15510,14819,4972,4819
C,4,2018,2,4003462,2046878,1956584,1447099,1377533,308482,301376,35218,33838,121002,114205,7238,6920,127839,122712,1564675,1490407,377687,368479,59807,57378,168879,159610,16186,15393,1522746,1453586,1010754,959036,275359,269319,16253,15525,113338,106990,4544,4351,102498,98365,1105514,1049983,331608,323885,32247,30830,153281,144836,11145,10596,524132,502998,436345,418497,33123,32057,18965,18313,7664,7215,2694,2569,25341,24347,459161,440424,46079,44594,27560,26548,15598,14774,5041,4797
C,4,2018,3,4036131,2063305,1972826,1454534,1386087,312808,304859,35303,34166,125506,118302,7163,6975,127991,122437,1572228,1498639,381968,371533,59963,57793,173502,163775,16175,15500,1542144,1469927,1020560,967604,279240,272397,16588,15977,118227,111222,4612,4439,102917,98288,1115676,1058413,335493,326631,32741,31392,158454,149234,11327,10784,521161,502899,433974,418483,33568,32462,18715,18189,7279,7080,2551,2536,25074,24149,456552,440226,46475,44902,27222,26401,15048,14541,4848,4716
C,4,2018,4,4003959,2048444,1955515,1448107,1377144,312237,303527,35435,34090,120196,113724,6785,6492,125684,120538,1563664,1487923,379920,369467,59945,57506,167281,158120,15737,14900,1531894,1459765,1017479,964250,278879,271333,16928,16203,113270,107125,4396,4181,100942,96673,1110778,1053543,333897,324980,33027,31518,152635,144148,10994,10366,516550,495750,430628,412894,33358,32194,18507,17887,6926,6599,2389,2311,24742,23865,452886,434380,46023,44487,26918,25988,14646,13972,4743,4534
C,4,2018,5,4015545,2051595,1963950,1448625,1382561,310814,302640,35145,34071,125302,118488,6966,6675,124743,119515,1563159,1492284,377360,367175,59538,57522,172661,163167,16055,15229,1535192,1465521,1016732,966187,278327,271186,16981,16280,118487,111771,4561,4296,100104,95801,1109091,1054575,332288,323551,32968,31639,158178,149107,11282,10586,516403,498429,431893,416374,32487,31454,18164,17791,6815,6717,2405,2379,24639,23714,454068,437709,45072,43624,26570,25883,14483,14060,4773,4643
C,4,2018,6,4031593,2061351,1970242,1464252,1395468,312606,303417,36286,34656,118128,112491,6622,6387,123457,117823,1577625,1503677,378836,366962,60871,58118,164309,156275,15508,14827,1537104,1465884,1025220,972769,280213,272286,17240,16482,111447,106059,4251,4086,98733,94202,1116345,1059732,333826,323757,33317,31800,149983,142554,10781,10258,524247,504358,439032,422699,32393,31131,19046,18174,6681,6432,2371,2301,24724,23621,461280,443945,45010,43205,27554,26318,14326,13721,4727,4569
C,4,2018,7,4073279,2081990,1991289,1487566,1418787,314612,305328,33911,33151,115833,110291,6526,6179,123542,117553,1601107,1526716,380681,368657,58696,57030,161934,153660,15473,14561,1547162,1474733,1033381,980596,284285,275598,17308,16724,109401,104181,4268,4048,98519,93586,1124353,1066910,337668,326699,33474,32289,147801,140274,10827,10187,534828,516556,454185,438191,30327,29730,16603,16427,6432,6110,2258,2131,25023,23967,476754,459806,43013,41958,25222,24741,14133,13386,4646,4374
C,4,2018,8,4050828,2066712,1984116,1484872,1418473,311057,303116,33041,32164,111222,107334,6197,6033,120323,116996,1595648,1525950,375656,366559,57469,56142,155436,149842,14725,14288,1530641,1466577,1027163,976728,281407,274455,17365,16999,105102,101446,4141,4001,95463,92948,1115474,1062495,333480,325492,33130,32604,141726,136857,10390,10039,536071,517539,457709,441745,29650,28661,15676,15165,6120,5888,2056,2032,24860,24048,480174,463455,42176,41067,24339,23538,13710,12985,4335,4249
C,4,2018,9,4077449,2080363,1997086,1498653,1432592,315309,307417,33152,32019,110017,105963,6280,6175,116952,112920,1605967,1536385,378266,368670,57189,54711,152605,146826,14616,14227,1544973,1481812,1039989,991645,286169,278925,17462,16997,103942,100221,4259,4186,93152,89838,1125810,1074624,337151,328621,33071,31590,139485,134236,10439,10066,535390,515274,458664,440947,29140,28492,15690,15022,6075,5742,2021,1989,23800,23082,480157,461761,41115,40049,24118,23121,13120,12590,4177,4161
C,4,2018,10,4191706,2139816,2051890,1545497,1474522,322996,315276,34282,33230,113917,109480,6370,6208,116754,113174,1652554,1578257,385446,377015,58313,56583,156601,149976,14922,14239,1587762,1522088,1071100,1019830,293433,286681,17917,17722,107978,103787,4295,4119,93039,89949,1156788,1102584,344151,336704,33511,32788,143543,137441,10587,10018,552054,529802,474397,454692,29563,28595,16365,15508,5939,5693,2075,2089,23715,23225,495766,475673,41295,40311,24802,23795,13058,12535,4335,4221
C,4,2018,11,4211723,2151064,2060659,1560961,1489832,323716,313918,35042,33419,111576,107512,6305,6175,113464,109803,1665065,1590427,384048,373038,58631,56452,153289,146985,14651,14101,1599368,1530164,1086378,1033592,294421,285542,18265,17724,105546,101877,4288,4116,90470,87313,1169751,1113903,343368,333600,33658,32633,140285,134734,10415,9924,551696,530495,474583,456240,29295,28376,16777,15695,6030,5635,2017,2059,22994,22490,495314,476524,40680,39438,24973,23819,13004,12251,4236,4177
C,4,2018,12,4155954,2123498,2032456,1551845,1475882,313538,306382,33955,32756,110088,107225,6155,6115,107917,104096,1650677,1571179,370413,361769,56994,54801,149687,145237,13998,13552,1586919,1517769,1088488,1031206,285813,279565,17912,17596,104394,101960,4152,4165,86160,83277,1167677,1107690,332157,324806,32919,31939,137549,133808,9974,9675,536579,514687,463357,444676,27725,26817,16043,15160,5694,5265,2003,1950,21757,20819,483000,463489,38256,36963,24075,22862,12138,11429,4024,3877
C,4,2018,13,4150126,2117918,2032208,1552238,1479542,310148,301467,33580,32490,112192,111779,6236,5983,103524,100947,1646896,1571686,363635,354107,56197,54449,150871,148928,13796,13392,1592208,1527199,1096788,1042607,283417,275463,18043,17326,106618,106496,4317,4181,83025,81126,1173044,1116900,327062,318627,32963,31846,139181,137802,9934,9747,525710,505009,455450,436935,26731,26004,15537,15164,5574,5283,1919,1802,20499,19821,473852,454786,36573,35480,23234,22603,11690,11126,3862,3645
C,4,2018,14,4160346,2121495,2038851,1562829,1491849,308173,300170,32553,32023,111734,111592,6002,5746,100204,97471,1654483,1581042,359539,350526,55010,53802,148938,147513,13399,12847,1607832,1542355,1117065,1061227,282269,275181,17708,17200,106304,106421,4175,4004,80311,78322,1190798,1133163,324222,316418,32599,31762,137557,136673,9697,9266,513663,496496,445764,430622,25904,24989,14845,14823,5430,5171,1827,1742,19893,19149,463685,447879,35317,34108,22411,22040,11381,10840,3702,3581
C,4,2018,15,4127664,2104877,2022787,1551675,1480915,308416,300646,32706,31554,111062,111081,6021,5682,94997,92909,1638211,1565602,356930,348329,54473,52933,146159,145253,13288,12613,1598251,1532296,1111416,1054348,282740,276203,17681,17159,105781,106054,4228,3980,76405,74552,1181284,1122596,322517,315265,32225,31435,135334,134694,9662,9208,506626,490491,440259,426567,25676,24443,15025,14395,5281,5027,1793,1702,18592,18357,456927,443006,34413,33064,22248,21498,10825,10559,3626,3405
C,4,2018,16,4148829,2116117,2032712,1560684,1490005,315865,307243,32659,31209,108217,107579,5833,5667,92859,91009,1645341,1572796,363197,354132,54756,53045,141951,140327,12802,12463,1612861,1546514,1122835,1066718,290541,283003,17848,17185,103148,102660,4074,3920,74415,73028,1190890,1133439,329308,321434,32571,31831,131504,130172,9389,9053,503256,486198,437849,423287,25324,24240,14811,14024,5069,4919,1759,1747,18444,17981,454451,439357,33889,32698,22185,21214,10447,10155,3413,3410
C,4,2018,17,4259652,2175054,2084598,1599476,1523885,327871,318592,33138,32015,115799,114499,5928,5829,92842,89778,1683897,1605459,374855,364469,55484,53696,149899,146887,13062,12694,1665552,1594983,1155443,1097172,302348,294044,18398,17725,110655,109698,4241,4073,74467,72271,1223281,1163051,340717,331692,33508,32550,139403,136980,9612,9281,509502,489615,444033,426713,25523,24548,14740,14290,5144,4801,1687,1756,18375,17507,460616,442408,34138,32777,21976,21146,10496,9907,3450,3413
C,4,2018,18,4267073,2173942,2093131,1598139,1531287,331270,322110,33478,32163,114129,113040,5775,5585,91151,88946,1681069,1611854,377430,367846,56243,54200,146696,144577,12608,12393,1670096,1609305,1159201,1109631,305838,297939,18684,18015,109068,108242,4043,3939,73262,71539,1226070,1174594,343677,335585,34159,33054,136541,134729,9215,9092,503846,483826,438938,421656,25432,24171,14794,14148,5061,4798,1732,1646,17889,17407,454999,437260,33753,32261,22084,21146,10155,9848,3393,3301
C,4,2018,19,4197815,2126985,2070830,1566421,1517722,321130,316346,32443,31672,113569,113772,5442,5381,87980,85937,1646172,1595589,365115,360047,54579,53721,145241,144140,12449,11977,1640341,1598908,1142607,1106308,296485,292730,18142,17841,108562,108959,3800,3826,70745,69244,1206942,1169218,332561,328659,33284,33147,135272,134444,9151,8888,486644,471922,423814,411414,24645,23616,14301,13831,5007,4813,1642,1555,17235,16693,439230,426371,32554,31388,21295,20574,9969,9696,3298,3089
C,4,2018,20,4192012,2121925,2070087,1558682,1514035,321958,317517,32103,31521,118866,118145,5338,5464,84978,83405,1635573,1589497,364162,359339,53838,53196,149522,147799,11939,11763,1640096,1604897,1138011,1107842,298189,294442,17746,17892,113960,113433,3745,3923,68445,67365,1200071,1168914,332875,328881,32715,33052,139846,138489,8810,8751,481829,465190,420671,406193,23769,23075,14357,13629,4906,4712,1593,1541,16533,16040,435502,420583,31287,30458,21123,20144,9676,9310,3129,3012
C,4,2018,21,4210500,2128393,2082107,1566747,1523848,318901,317229,32054,31364,123050,122949,5452,5243,82189,81474,1641144,1597395,358945,357611,53820,53142,152850,151799,11883,11716,1647928,1620066,1147591,1120112,295083,294849,17746,17742,118176,118231,3789,3728,65543,65404,1207106,1179235,327511,327897,32507,32812,143345,142577,8689,8710,480465,462041,419156,403736,23818,22380,14308,13622,4874,4718,1663,1515,16646,16070,434038,418160,31434,29714,21313,20330,9505,9222,3194,3006
C,4,2018,22,4273879,2166880,2106999,1592508,1541137,325995,322351,32297,30940,130170,128048,5584,5793,80326,78730,1665027,1612083,364618,360791,54027,52640,159439,156150,11892,12218,1682616,1643732,1168945,1135648,302276,299914,18064,17497,125345,123297,3883,4104,64103,63272,1226913,1192803,333648,331237,32916,32666,150052,147023,8739,9131,484264,463267,423563,405489,23719,22437,14233,13443,4825,4751,1701,1689,16223,15458,438114,419280,30970,29554,21111,19974,9387,9127,3153,3087
C,4,2018,23,4372305,2220430,2151875,1622305,1564401,343437,338670,33025,31868,137250,133078,5857,5982,78556,77876,1692774,1634054,380687,376423,55010,53854,165844,161018,12475,12404,1730518,1685102,1193488,1156024,319267,315695,18681,18029,132352,128420,4127,4308,62603,62626,1249653,1212129,349388,346461,33845,33589,156581,152024,9230,9318,489912,466773,428817,408377,24170,22975,14344,13839,4898,4658,1730,1674,15953,15250,443121,421925,31299,29962,21165,20265,9263,8994,3245,3086
C,4,2018,24,4465925,2270182,2195743,1652048,1587490,359663,353585,33929,33051,142945,139262,5978,6148,75619,76207,1719543,1655314,394845,389871,55648,55488,170922,166407,12451,12696,1772615,1725323,1215604,1175779,335099,330268,19406,19145,138107,134548,4246,4502,60153,61081,1269307,1230161,363369,359743,34472,35058,161766,157488,9215,9562,497567,470420,436444,411711,24564,23317,14523,13906,4838,4714,1732,1646,15466,15126,450236,425153,31476,30128,21176,20430,9156,8919,3236,3134
C,4,2018,25,4560603,2324666,2235937,1689480,1614246,372677,361452,35102,33632,148115,146713,6319,6228,72973,73666,1754440,1679777,405588,395284,56800,55926,175411,173566,12613,12621,1820353,1763485,1246795,1199886,347472,338335,20181,19688,143315,141901,4498,4511,58092,59164,1298531,1252569,373763,365596,35279,35603,166637,164815,9455,9523,504313,472452,442685,414360,25205,23117,14921,13944,4800,4812,1821,1717,14881,14502,455909,427208,31825,29688,21521,20323,8774,8751,3158,3098
C,4,2018,26,4681742,2375332,2306410,1727675,1661900,377079,372530,36822,34037,155876,157683,6728,6538,71152,73722,1790331,1726637,407901,405892,58572,56372,183275,185571,13314,13332,1864185,1829874,1280061,1246004,351395,347606,21016,20040,150890,152633,4765,4741,56058,58850,1329352,1297690,375580,374193,35998,35808,174233,176373,9946,10016,511147,476536,447614,415896,25684,24924,15806,13997,4986,5050,1963,1797,15094,14872,460979,428947,32321,31699,22574,20564,9042,9198,3368,3316
C,4,2018,27,4773461,2414297,2359164,1760326,1699276,378468,379640,36155,33409,164047,168644,7196,6845,68105,71350,1819829,1761688,407158,411361,56939,55121,191275,196208,13906,13644,1904565,1887993,1314864,1289285,352231,353835,20337,19794,158707,163320,5101,5055,53325,56704,1361224,1338753,374417,378983,34530,35088,181955,186727,10380,10477,509732,471171,445462,409991,26237,25805,15818,13615,5340,5324,2095,1790,14780,14646,458605,422935,32741,32378,22409,20033,9320,9481,3526,3167
C,4,2018,28,4702693,2374579,2328114,1738685,1677409,366188,371684,35379,32664,164174,172633,7352,6918,62801,66806,1793672,1735779,392157,400886,54714,53091,189470,198711,13402,13329,1874797,1870860,1301360,1279558,340615,346295,19709,19450,158962,167424,5221,5146,48930,52987,1344022,1325748,360528,369171,32853,33675,180560,189798,9976,10238,499782,457254,437325,397851,25573,25389,15670,13214,5212,5209,2131,1772,13871,13819,449650,410031,31629,31715,21861,19416,8910,8913,3426,3091
C,4,2018,29,4533006,2285589,2247417,1681934,1623208,339166,349392,33864,30668,164753,175089,7154,6637,58718,62423,1733148,1677667,362668,376260,52192,49917,188779,199696,13015,12616,1805699,1811658,1261613,1243473,314877,325393,18508,18134,159888,170022,5153,4981,45660,49655,1301294,1286646,332535,346420,30945,31750,180481,191193,9820,9753,479890,435759,420321,379735,24289,23999,15356,12534,4865,5067,2001,1656,13058,12768,431854,391021,30133,29840,21247,18167,8298,8503,3195,2863
C,4,2018,30,4437259,2236697,2200562,1662368,1602231,319182,331212,32912,30147,159499,170654,7160,6595,55576,59723,1710651,1654326,341130,356495,50398,48637,182366,194492,12908,12515,1758146,1769406,1241885,1226104,296069,307753,17677,17563,154807,165936,5051,4929,42657,47121,1278692,1267136,312356,327170,29242,30462,174360,186421,9619,9665,478551,431156,420483,376127,23113,23459,15235,12584,4692,4718,2109,1666,12919,12602,431959,387190,28774,29325,21156,18175,8006,8071,3289,2850
C,4,2018,31,4361716,2196315,2165401,1643251,1583874,304940,320027,32067,29203,156700,168591,6993,6492,52364,57214,1688924,1633731,325229,344130,49011,47720,178184,191043,12258,12025,1724772,1738688,1228443,1211189,282395,297019,17045,16824,152009,164101,4856,4800,40024,44755,1263169,1250024,297162,315453,28312,29666,170424,183317,9046,9199,471543,426713,414808,372685,22545,23008,15022,12379,4691,4490,2137,1692,12340,12459,425755,383707,28067,28677,20699,18054,7760,7726,3212,2826
C,4,2018,32,4399132,2213910,2185222,1663720,1605276,300984,317863,31894,29310,158925,170916,7142,6656,51245,55201,1708290,1653159,320493,340549,48808,47338,179767,192877,12560,12292,1736879,1755849,1243738,1229872,278552,294779,16352,16762,154261,166352,5016,5045,38960,43039,1277405,1267036,292691,311873,27536,29375,172010,185103,9301,9573,477031,429373,419982,375404,22432,23084,15542,12548,4664,4564,2126,1611,12285,12162,430885,386123,27802,28676,21272,17963,7757,7774,3259,2719
C,4,2018,33,4396031,2203573,2192458,1661289,1613434,294354,315205,31356,29235,159957,173965,6992,6481,49625,54138,1704423,1660446,312899,336676,48165,47339,180185,195848,12231,11998,1727545,1760571,1241556,1235126,272311,292535,16286,16627,155291,169516,4843,4794,37258,41973,1273718,1271435,285450,308434,27317,29197,172453,188250,8955,9199,476028,431887,419733,378308,22043,22670,15070,12608,4666,4449,2149,1687,12367,12165,430705,389011,27449,28242,20848,18142,7732,7598,3276,2799
C,4,2018,34,4274877,2136048,2138829,1612778,1572972,281321,305730,30649,28566,157023,172607,6775,6414,47502,52540,1653985,1618495,298817,326159,46919,46590,176576,193828,11898,11938,1676575,1715994,1207525,1202732,260253,283453,15681,16115,152505,168332,4806,4785,35805,40577,1238378,1237737,272677,298523,26451,28615,169065,186422,8815,9169,459473,422835,405253,370240,21068,22277,14968,12451,4518,4275,1969,1629,11697,11963,415607,380758,26140,27636,20468,17975,7511,7406,3083,2769
C,4,2018,35,4352322,2170534,2181788,1643174,1607604,284458,311970,31343,29189,156684,173753,6918,6538,47957,52734,1684690,1653106,302020,332488,48059,47554,176168,194952,12106,12098,1700570,1746567,1228078,1226331,263252,288884,16059,16439,152101,169307,4882,4854,36198,40752,1259159,1261256,275694,304037,27245,29270,168621,187354,8993,9311,469964,435221,415096,381273,21206,23086,15284,12750,4583,4446,2036,1684,11759,11982,425531,391850,26326,28451,20814,18284,7547,7598,3113,2787
C,4,2018,36,4300865,2141104,2159761,1624766,1593933,279963,308207,30016,28239,153118,172043,6825,6345,46416,50994,1664900,1637864,296866,328187,46561,46295,171781,192194,11874,11720,1680591,1727682,1218260,1214959,259030,285769,15183,15579,148558,167498,4792,4631,34768,39246,1248071,1248601,270901,300464,26193,28107,164261,184643,8766,8914,460513,432079,406506,378974,20933,22438,14833,12660,4560,4545,2033,1714,11648,11748,416829,389263,25965,27723,20368,18188,7520,7551,3108,2806
C,4,2018,37,4291774,2132656,2159118,1622175,1594453,281716,312865,30013,28568,146121,166502,6799,6095,45832,50635,1661735,1638230,298453,332914,46478,46521,164532,186211,11822,11447,1673028,1727666,1215624,1215975,261293,290227,15339,16037,141545,162067,4768,4470,34459,38890,1245111,1249373,273132,304859,26382,28575,157076,178845,8755,8786,459628,431452,406551,378478,20423,22638,14674,12531,4576,4435,2031,1625,11373,11745,416624,388857,25321,28055,20096,17946,7456,7366,3067,2661
C,4,2018,38,4340207,2168952,2171255,1647750,1600413,290052,318518,30379,28264,148807,167905,6763,6368,45201,49787,1686793,1643188,306358,338092,47057,46145,166680,187394,11816,11685,1697487,1736143,1231276,1218330,268695,295856,15223,15691,144265,163427,4638,4729,33390,38110,1259876,1250808,279957,310056,26184,28201,159132,179936,8603,8979,471465,435112,416474,382083,21357,22662,15156,12573,4542,4478,2125,1639,11811,11677,426917,392380,26401,28036,20873,17944,7548,7458,3213,2706
C,4,2018,39,4014509,1992537,2021972,1517724,1491490,262610,295238,27621,26309,137517,157466,5817,5605,41248,45864,1553263,1530905,277515,312958,42963,43105,153774,175455,10292,10402,1569276,1619249,1143006,1138090,243744,274221,14262,14593,133432,153385,4106,4067,30726,34893,1169216,1167857,254117,286945,24480,26251,147132,168630,7622,7912,423261,402723,374718,353400,18866,21017,13359,11716,4085,4081,1711,1538,10522,10971,384047,363048,23398,26013,18483,16854,6642,6825,2670,2490
C,4,2018,40,4024011,1996301,2027710,1527673,1503647,259390,291579,27818,26527,135132,155551,5932,5528,40356,44878,1562304,1542057,273759,308798,42951,43286,151187,173062,10247,10213,1566172,1617296,1146145,1142273,240827,270837,14257,14736,130985,151302,4127,4090,29831,34058,1171437,1171175,250688,283037,24304,26382,144403,166171,7514,7852,430129,410414,381528,361374,18563,20742,13561,11791,4147,4249,1805,1438,10525,10820,390867,370882,23071,25761,18647,16904,6784,6891,2733,2361
