UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
C,2,2018,16,4158628,2121619,2037009,1564986,1493694,316899,308173,32681,31198,108392,107416,5833,5665,92828,90863,1649550,1576410,364239,354902,54780,53016,142148,140089,12822,12477,1618886,1551679,1127497,1070980,291588,284002,17930,17261,103379,102506,4093,3925,74399,73005,1195472,1137712,330338,322385,32723,31944,131747,129983,9397,9072,502733,485330,437489,422714,25311,24171,14751,13937,5013,4910,1740,1740,18429,17858,454078,438698,33901,32517,22057,21072,10401,10106,3425,3405
C,2,2018,17,4286162,2189638,2096524,1609332,1531268,331839,322066,33438,32254,115980,114870,5986,5849,93063,90217,1693994,1613175,378873,368253,56038,54156,150024,147364,13060,12716,1678455,1606180,1163713,1104123,306321,297478,18610,17851,110812,110006,4285,4095,74714,72627,1231814,1170286,344799,335378,33882,32840,139531,137344,9642,9282,511183,490344,445619,427145,25518,24588,14828,14403,5168,4864,1701,1754,18349,17590,462180,442889,34074,32875,22156,21316,10493,10020,3418,3434
C,2,2018,18,4233602,2156239,2077363,1587228,1521964,327521,318537,33053,31912,112750,111734,5703,5527,89984,87689,1669042,1601370,373166,363578,55583,53753,144772,142776,12569,12293,1658107,1598340,1153140,1104400,302412,294551,18486,17968,107748,106981,3989,3913,72332,70527,1219120,1168409,339858,331637,33839,32916,134747,133036,9172,9050,498132,479023,434088,417564,25109,23986,14567,13944,5002,4753,1714,1614,17652,17162,449922,432961,33308,31941,21744,20837,10025,9740,3397,3243
C,2,2018,19,4205296,2130631,2074665,1568411,1519931,322874,317833,32434,31722,113676,114016,5415,5389,87821,85774,1648007,1597699,366714,361380,54578,53793,145236,144234,12394,11927,1643928,1602997,1144451,1108671,298229,294279,18090,17843,108678,109229,3789,3818,70691,69157,1208726,1171546,334237,330102,33263,33178,135298,134613,9125,8847,486703,471668,423960,411260,24645,23554,14344,13879,4998,4787,1626,1571,17130,16617,439281,426153,32477,31278,21315,20615,9938,9621,3269,3080
C,2,2018,20,4180374,2116026,2064348,1554792,1510311,320554,316419,32071,31358,119065,118088,5330,5368,84214,82804,1631003,1585211,362193,357845,53779,53024,149516,147510,11862,11648,1636663,1601505,1136555,1106104,296828,293509,17746,17839,114132,113380,3716,3841,67686,66832,1197950,1166661,330937,327613,32707,32994,139805,138220,8716,8649,479363,462843,418237,404207,23726,22910,14325,13519,4933,4708,1614,1527,16528,15972,433053,418550,31256,30232,21072,20030,9711,9290,3146,2999
C,2,2018,21,4219761,2134068,2085693,1571951,1527150,319044,317715,32116,31262,123310,123064,5477,5335,82170,81167,1646331,1600373,358939,357803,53875,53005,153156,151947,11921,11830,1653809,1624627,1152621,1124175,295381,295410,17850,17684,118476,118360,3805,3793,65676,65205,1212245,1183101,327757,328239,32619,32757,143759,142734,8738,8806,480259,461066,419330,402975,23663,22305,14266,13578,4834,4704,1672,1542,16494,15962,434086,417272,31182,29564,21256,20248,9397,9213,3183,3024
C,2,2018,22,4283719,2172699,2111020,1595502,1543262,328700,324187,32409,31095,130403,128092,5617,5810,80068,78574,1667668,1613931,367121,362613,54318,52851,159545,156078,11961,12280,1688023,1647200,1171655,1137389,304896,301664,18134,17542,125567,123330,3916,4138,63855,63137,1229275,1194327,336079,332967,33166,32756,150164,146948,8803,9191,484676,463820,423847,405873,23804,22523,14275,13553,4836,4762,1701,1672,16213,15437,438393,419604,31042,29646,21152,20095,9381,9130,3158,3089
C,2,2018,23,4380794,2224615,2156179,1624837,1566828,345816,341007,33080,32101,137090,132643,5855,6035,77937,77565,1694730,1636179,382612,378496,55048,54232,165470,160382,12445,12427,1734436,1689981,1195714,1159025,321564,318008,18772,18220,132204,128013,4139,4365,62043,62350,1251371,1214817,351273,348567,33910,33882,156243,151469,9217,9339,490179,466198,429123,407803,24252,22999,14308,13881,4886,4630,1716,1670,15894,15215,443359,421362,31339,29929,21138,20350,9227,8913,3228,3088
C,2,2018,24,4469714,2273952,2195762,1655046,1587583,361005,353911,34049,33092,143075,139488,6044,6109,74733,75579,1721677,1654853,395670,389760,55551,55429,170819,166466,12467,12588,1776855,1727016,1218900,1177097,336379,330848,19497,19243,138268,134764,4265,4446,59546,60618,1272024,1231101,364305,359918,34424,35127,161738,157591,9208,9478,497097,468746,436146,410486,24626,23063,14552,13849,4807,4724,1779,1663,15187,14961,449653,423752,31365,29842,21127,20302,9081,8875,3259,3110
C,2,2018,25,4585961,2337808,2248153,1700182,1624228,373900,362986,35523,33785,148741,147333,6277,6233,73185,73588,1765275,1689614,406559,396579,57431,56148,176289,174286,12633,12693,1830856,1773908,1255188,1208399,348764,339623,20385,19764,143882,142536,4468,4511,58169,59075,1306925,1260926,374782,366695,35627,35717,167406,165548,9456,9556,506952,474245,444994,415829,25136,23363,15138,14021,4859,4797,1809,1722,15016,14513,458350,428688,31777,29884,21804,20431,8883,8738,3177,3137
C,2,2018,26,4686865,2375098,2311767,1727510,1664683,377235,374505,36607,33814,156571,158725,6864,6610,70311,73430,1789265,1729002,407767,407617,58028,55999,183713,186736,13484,13469,1867103,1837954,1282980,1251632,351467,349342,20913,19999,151548,153561,4875,4812,55320,58608,1331485,1302946,375369,375692,35634,35681,174644,177390,10087,10175,507995,473813,444530,413051,25768,25163,15694,13815,5023,5164,1989,1798,14991,14822,457780,426056,32398,31925,22394,20318,9069,9346,3397,3294
C,2,2018,27,4778617,2416495,2362122,1764528,1703627,377121,378637,36187,33464,164176,168908,7209,6881,67274,70605,1823293,1765433,405263,409972,56774,54938,191246,196204,13797,13606,1905428,1891749,1317670,1294289,350901,352815,20278,19823,158850,163642,5087,5077,52642,56103,1363432,1343289,372633,377625,34310,34907,181982,186860,10266,10408,511067,470373,446858,409338,26220,25822,15909,13641,5326,5266,2122,1804,14632,14502,459861,422144,32630,32347,22464,20031,9264,9344,3531,3198
C,2,2018,28,4660246,2353380,2306866,1724441,1662632,361584,367478,35106,32158,162893,171862,7358,6770,61998,65966,1778765,1720255,387064,396274,54276,52407,187868,197599,13356,13087,1859818,1855504,1292594,1269696,336342,342533,19488,19173,157780,166689,5250,5050,48364,52363,1334795,1315301,355839,365157,32562,33327,179146,188759,9984,10102,493562,451362,431847,392936,25242,24945,15618,12985,5113,5173,2108,1720,13634,13603,443970,404954,31225,31117,21714,19080,8722,8840,3372,2985
C,2,2018,29,4517526,2276684,2240842,1678689,1621368,335235,345989,33840,30773,163784,174179,7103,6712,58033,61821,1729260,1675283,358379,372501,51949,49845,187581,198655,12925,12660,1796215,1805052,1257586,1241668,311208,322017,18453,18116,158928,169137,5089,5028,44951,49086,1296607,1284364,328533,342644,30628,31579,179315,190172,9715,9777,480469,435790,421103,379700,24027,23972,15387,12657,4856,5042,2014,1684,13082,12735,432653,390919,29846,29857,21321,18266,8266,8483,3210,2883
C,2,2018,30,4410829,2223850,2186979,1655342,1593605,315855,328238,32583,29871,158086,169448,7122,6529,54862,59288,1703007,1645369,337541,353265,49938,48325,180600,193031,12814,12405,1748424,1758440,1237433,1219640,292939,305024,17494,17413,153384,164764,5020,4874,42154,46725,1273803,1260343,309048,324264,29023,30271,172640,185040,9545,9551,475426,428539,417909,373965,22916,23214,15089,12458,4702,4684,2102,1655,12708,12563,429204,385026,28493,29001,20915,18054,7960,7991,3269,2854
C,2,2018,31,4361310,2195636,2165674,1644421,1585873,303475,319217,32009,29203,156541,168202,7017,6520,52173,56659,1689934,1635155,323546,343012,48938,47646,177977,190491,12306,12018,1724029,1739507,1229505,1213614,281019,296198,16950,16791,151825,163716,4889,4820,39841,44368,1264077,1252039,295617,314427,28188,29584,170157,182793,9099,9217,471607,426167,414916,372259,22456,23019,15059,12412,4716,4486,2128,1700,12332,12291,425857,383116,27929,28585,20750,18062,7820,7698,3207,2801
C,2,2018,32,4410522,2219021,2191501,1669557,1611451,300989,318023,31923,29391,158418,170833,7118,6649,51016,55154,1713888,1659362,320456,340516,48886,47466,179120,192802,12452,12307,1739827,1760781,1247589,1234678,278488,295043,16339,16817,153762,166262,4974,5041,38675,42940,1280967,1271813,292544,311923,27546,29476,171373,185030,9173,9574,479194,430720,421968,376773,22501,22980,15584,12574,4656,4571,2144,1608,12341,12214,432921,387549,27912,28593,21340,17990,7747,7772,3279,2733
C,2,2018,33,4370131,2188671,2181460,1650634,1605239,291447,313434,31259,29108,159202,173445,6899,6405,49230,53829,1693429,1651900,309724,334777,47947,47141,179303,195241,12170,11929,1716673,1751827,1234398,1228951,269713,290853,16198,16525,154549,169033,4793,4733,37022,41732,1266364,1265002,282709,306639,27169,29052,171611,187655,8933,9148,471998,429633,416236,376288,21734,22581,15061,12583,4653,4412,2106,1672,12208,12097,427065,386898,27015,28138,20778,18089,7692,7586,3237,2781
C,2,2018,34,4277144,2136439,2140705,1614535,1575502,280969,305762,30668,28545,156066,172055,6782,6423,47419,52418,1655652,1620905,298449,326091,46928,46604,175557,193220,11861,11941,1676985,1717106,1209188,1204559,259973,283456,15704,16066,151598,167799,4796,4789,35726,40437,1239948,1239409,272360,298464,26491,28590,168087,185816,8777,9158,459454,423599,405347,370943,20996,22306,14964,12479,4468,4256,1986,1634,11693,11981,415704,381496,26089,27627,20437,18014,7470,7404,3084,2783
C,2,2018,35,4358106,2173466,2184640,1646000,1610249,284767,311966,31336,29184,156654,173940,6920,6597,47789,52704,1687413,1655749,302228,332512,48077,47611,176024,195032,12122,12114,1701892,1748075,1229462,1227777,263450,288857,16025,16404,152038,169428,4881,4880,36036,40729,1260440,1262703,275802,304022,27200,29280,168459,187402,9004,9309,471574,436565,416538,382472,21317,23109,15311,12780,4616,4512,2039,1717,11753,11975,426973,393046,26426,28490,20877,18331,7565,7630,3118,2805
C,2,2018,36,4275779,2127040,2148739,1615768,1586964,278025,307027,29725,28056,150685,169741,6778,6231,46059,50720,1655566,1630706,294748,326948,46241,45992,169189,189728,11746,11611,1671632,1720141,1213647,1211017,257395,284767,15062,15550,146193,165250,4761,4533,34574,39024,1243278,1244509,269194,299420,26080,28000,161784,182241,8667,8812,455408,428598,402121,375947,20630,22260,14663,12506,4492,4491,2017,1698,11485,11696,412288,386197,25554,27528,20161,17992,7405,7487,3079,2799
C,2,2018,37,4334061,2157327,2176734,1640386,1606677,286352,316763,30409,28777,147156,167484,6900,6224,46124,50809,1680180,1650520,303193,336761,46968,46900,165706,187321,12024,11606,1689872,1740645,1226991,1223945,265554,293989,15458,16116,142502,162990,4805,4571,34562,39034,1256555,1257390,277417,308612,26521,28790,158094,179854,8866,8910,467455,436089,413395,382732,20798,22774,14951,12661,4654,4494,2095,1653,11562,11775,423625,393130,25776,28149,20447,18110,7612,7467,3158,2696
C,2,2018,38,4273993,2133778,2140215,1622383,1578128,284206,313685,29892,27836,146316,165424,6510,6171,44471,48971,1660822,1620201,300247,332942,46330,45454,163840,184567,11455,11388,1672879,1712760,1215189,1202724,263355,291406,15046,15473,141891,161082,4485,4594,32913,37481,1243392,1234676,274449,305333,25891,27806,156515,177313,8373,8775,460899,427455,407194,375404,20851,22279,14846,12363,4425,4342,2025,1577,11558,11490,417430,385525,25798,27609,20439,17648,7325,7254,3082,2613
C,2,2018,39,4005359,1987281,2018078,1514487,1489802,261555,293817,27450,26260,136977,157181,5836,5559,40976,45459,1549749,1528855,276332,311336,42671,42949,153213,175021,10226,10300,1563250,1614684,1138925,1135718,242727,272867,14158,14504,132868,152991,4103,4045,30469,34559,1164861,1165175,253021,285438,24294,26065,146490,168106,7552,7848,424031,403394,375562,354084,18828,20950,13292,11756,4109,4190,1733,1514,10507,10900,384888,363680,23311,25898,18377,16884,6723,6915,2674,2452
C,2,2018,40,4021535,1993977,2027558,1526982,1503915,258710,291418,27865,26646,134429,155391,5874,5606,40117,44582,1561442,1542039,272991,308553,43063,43314,150276,172778,10186,10275,1565010,1617283,1146277,1142505,240365,270700,14340,14866,130261,151199,4111,4126,29656,33887,1171447,1171238,250148,282894,24464,26473,143528,165968,7496,7871,428967,410275,380705,361410,18345,20718,13525,11780,4168,4192,1763,1480,10461,10695,389995,370801,22843,25659,18599,16841,6748,6810,2690,2404
C,2,2018,41,3885523,1922953,1962570,1470796,1454724,247070,279778,26791,25391,134554,155110,5563,5274,38179,42293,1503703,1490733,260228,295753,41294,41415,149767,171791,9822,9789,1507611,1561262,1101566,1100127,229442,259930,13894,14213,130500,151039,3923,3841,28286,32112,1125654,1127188,238340,271321,23649,25440,143285,165104,7268,7462,415342,401308,369230,354597,17628,19848,12897,11178,4054,4071,1640,1433,9893,10181,378049,363545,21888,24432,17645,15975,6482,6687,2554,2327
C,2,2018,42,3878415,1921352,1957063,1468256,1449643,247311,279535,26544,25347,137460,157173,5309,5207,36472,40158,1499596,1483874,259959,294412,40689,40712,151917,173120,9217,9422,1508613,1557991,1100580,1096204,230107,260109,13664,14117,133486,153110,3774,3849,27002,30602,1123497,1122060,238637,270650,23237,24927,145653,166652,6873,7226,412739,399072,367676,353439,17204,19426,12880,11230,3974,4063,1535,1358,9470,9556,376099,361814,21322,23762,17452,15785,6264,6468,2344,2196
C,2,2018,43,3946682,1959293,1987389,1504120,1480371,249162,281137,26675,25254,139041,156771,5470,5000,34825,38856,1533763,1513317,260940,295406,40492,40439,152851,172131,9387,8998,1546587,1588595,1134512,1125349,232873,262653,13717,14182,135194,152913,3951,3680,26340,29818,1156717,1150346,241130,272838,23173,24948,147043,166125,7107,6907,412706,398794,369608,355022,16289,18484,12958,11072,3847,3858,1519,1320,8485,9038,377046,362971,19810,22568,17319,15491,5808,6006,2280,2091
C,2,2018,44,3811835,1881036,1930799,1442143,1435245,240003,274351,25182,24551,135366,154727,4963,4908,33379,37017,1470529,1466471,251103,287808,38496,39104,148753,169453,8691,8852,1496203,1550704,1097234,1096643,224862,256730,13150,13942,131903,151004,3635,3649,25419,28736,1118595,1120620,232561,266492,22474,24516,143411,163696,6681,6829,384833,380095,344909,338602,15141,17621,12032,10609,3463,3723,1328,1259,7960,8281,351934,345851,18542,21316,16022,14588,5342,5757,2010,2023
C,2,2018,45,3962146,1954096,2008050,1500096,1496117,252347,287774,25944,25060,137144,156916,4978,4924,33587,37259,1528555,1527518,263095,301092,39751,40174,150613,171593,8724,8853,1566320,1624278,1152089,1153948,237323,270196,13762,14337,133591,153160,3688,3651,25867,28986,1173775,1178069,244900,279866,23615,25402,145257,165844,6699,6880,387776,383772,348007,342169,15024,17578,12182,10723,3553,3756,1290,1273,7720,8273,354780,349449,18195,21226,16136,14772,5356,5749,2025,1973
C,2,2018,46,4131836,2040950,2090886,1587450,1579221,257232,292953,25674,25310,132456,151114,5039,4733,33099,37555,1615416,1610904,267773,306115,39608,40994,145498,165598,8752,8742,1663635,1716795,1248719,1245406,242600,276068,14077,14820,128860,147543,3683,3558,25696,29400,1270183,1269934,250102,285601,24216,26468,140169,160122,6723,6859,377315,374091,338731,333815,14632,16885,11597,10490,3596,3571,1356,1175,7403,8155,345233,340970,17671,20514,15392,14526,5329,5476,2029,1883
C,2,2018,47,4351680,2149136,2202544,1681324,1675025,268938,306461,26628,25972,132993,151926,4906,4991,34347,38169,1710399,1707062,279916,319778,41399,42279,146112,166426,8877,9272,1768859,1829248,1339940,1342355,254127,289363,14857,15367,129457,148269,3625,3738,26853,30156,1362427,1367408,262028,299193,25755,27699,140799,160773,6884,7262,380277,373296,341384,332670,14811,17098,11771,10605,3536,3657,1281,1253,7494,8013,347972,339654,17888,20585,15644,14580,5313,5653,1993,2010
C,2,2018,48,4278159,2120567,2157592,1665737,1649649,262142,295103,25883,25088,128891,146978,5149,4960,32765,35814,1693430,1679626,272275,307263,40246,40778,141387,160604,9055,8993,1745979,1793671,1329317,1324445,247697,278821,14396,15050,125411,143395,3859,3796,25299,28164,1350439,1347789,254771,287676,24890,26887,136183,155113,7070,7133,374588,363921,336420,325204,14445,16282,11487,10038,3480,3583,1290,1164,7466,7650,342991,331837,17504,19587,15356,13891,5204,5491,1985,1860
C,2,2018,49,4048102,2000967,2047135,1572383,1567693,246970,277915,24795,23697,122452,140102,4442,4664,29925,33064,1597598,1595284,255965,288932,38353,38627,133758,152399,7952,8455,1654919,1709376,1261710,1265972,233339,262656,13987,14352,119362,136854,3305,3500,23216,26042,1281052,1287435,239586,270624,24089,25724,129124,147548,6184,6662,346048,337759,310673,301721,13631,15259,10808,9345,3090,3248,1137,1164,6709,7022,316546,307849,16379,18308,14264,12903,4634,4851,1768,1793
C,2,2018,50,4010262,1979300,2030962,1562610,1560281,247096,280482,23820,23714,112534,130215,4517,4515,28723,31755,1586781,1586682,255645,291142,37090,38308,123275,141724,7839,8289,1643220,1701046,1260727,1265345,233711,265425,13592,14659,109537,127177,3364,3441,22289,24999,1279232,1285893,239612,273120,23488,25856,118832,137063,6156,6585,336080,329916,301883,294936,13385,15057,10228,9055,2997,3038,1153,1074,6434,6756,307549,300789,16033,18022,13602,12452,4443,4661,1683,1704
C,2,2018,51,4029214,1982997,2046217,1570804,1580844,247669,282758,23532,23507,108578,123684,4547,4496,27867,30928,1594009,1606453,256056,293180,36697,38079,118782,134651,7948,8118,1658165,1726476,1278506,1294780,234914,268278,13802,14923,105700,120712,3441,3430,21802,24353,1296401,1314703,240724,275802,23826,26109,114490,130156,6312,6461,324832,319741,292298,286064,12755,14480,9730,8584,2878,2972,1106,1066,6065,6575,297608,291750,15332,17378,12871,11970,4292,4495,1636,1657
C,2,2018,52,4166603,2051961,2114642,1624400,1633438,259642,293985,24493,24364,110762,127089,4517,4511,28147,31255,1647812,1659321,267941,304163,38161,39384,120847,138188,7956,8214,1726599,1796015,1332204,1348824,246411,279258,14568,15645,107949,124032,3467,3513,22000,24743,1350241,1369050,252163,286628,24994,27358,116665,133564,6348,6606,325362,318627,292196,284614,13231,14727,9925,8719,2813,3057,1050,998,6147,6512,297571,290271,15778,17535,13167,12026,4182,4624,1608,1608
C,2,2018,53,4414777,2168196,2246581,1728418,1749578,269099,306374,25115,25340,112112,128488,4579,4714,28873,32087,1752492,1776085,277318,316651,39465,41358,122402,139489,8061,8493,1846908,1927384,1439443,1463952,256378,291827,15466,16659,109271,125581,3568,3703,22782,25662,1458189,1484873,262110,299319,26546,29394,118195,135114,6484,6895,321288,319197,288975,285626,12721,14547,9649,8681,2841,2907,1011,1011,6091,6425,294303,291212,15208,17332,12919,11964,4207,4375,1577,1598
C,2,2018,54,4390180,2146029,2244151,1717805,1756196,259927,297142,24346,24818,111224,129734,4318,4563,28409,31698,1741426,1782319,267802,306939,38798,40768,121273,140659,7763,8399,1844594,1939150,1447048,1483749,247657,283208,15318,16338,108591,126887,3337,3590,22643,25378,1465667,1504395,253227,290327,26635,29094,117332,136307,6244,6811,301435,305001,270757,272447,12270,13934,9028,8480,2633,2847,981,973,5766,6320,275759,277924,14575,16612,12163,11674,3941,4352,1519,1588
C,2,2018,55,4396533,2145923,2250610,1722621,1768780,257976,296038,23885,24634,109383,125299,4275,4516,27783,31343,1745803,1794527,265533,305812,37879,40771,119263,135878,7672,8218,1856430,1955564,1462226,1504899,246405,282879,15171,16441,106786,122554,3371,3593,22471,25198,1480775,1525345,251749,290001,26369,29399,115456,131699,6289,6694,289493,295046,260395,263881,11571,13159,8714,8193,2597,2745,904,923,5312,6145,265028,269182,13784,15811,11510,11372,3807,4179,1383,1524
C,2,2018,56,4376700,2132190,2244510,1729492,1780898,250417,290313,23245,24323,97374,114187,4185,4224,27477,30565,1752379,1805937,257774,299865,37437,40416,107061,124333,7512,7810,1859996,1966816,1484696,1532522,239570,277994,15113,16633,95043,111584,3363,3370,22211,24713,1503005,1552540,244798,284978,26481,29717,103501,120366,6185,6368,272194,277694,244796,248376,10847,12319,8132,7690,2331,2603,822,854,5266,5852,249374,253397,12976,14887,10956,10699,3560,3967,1327,1442
C,2,2018,57,4458331,2166038,2292293,1752808,1814715,257092,297737,23247,24479,101364,120805,4126,4317,27401,30240,1775710,1839482,264298,306861,37514,40521,110935,130912,7403,7891,1896141,2014351,1510079,1565504,246392,285507,15077,16995,98954,118167,3321,3491,22318,24687,1528515,1585490,251594,292299,26588,30106,107401,126942,6081,6527,269897,277942,242729,249211,10700,12230,8170,7484,2410,2638,805,826,5083,5553,247195,253992,12704,14562,10926,10415,3534,3970,1322,1364
C,2,2018,58,4424748,2153224,2271524,1746775,1801784,253706,294703,22660,23856,99330,117732,4095,4042,26658,29407,1769028,1825882,260618,303717,36571,39606,108807,127333,7271,7475,1895277,2006876,1514756,1564974,243413,282801,14964,16607,97055,115248,3290,3272,21799,23974,1532813,1584362,248382,289503,26250,29521,105379,123587,5971,6177,257947,264648,232019,236810,10293,11902,7696,7249,2275,2484,805,770,4859,5433,236215,241520,12236,14214,10321,10085,3428,3746,1300,1298
C,2,2018,59,4254442,2057302,2197140,1674041,1748893,239207,279948,20621,22404,94931,114425,3682,3836,24820,27634,1694700,1771550,245655,288166,33947,37548,103442,123400,6525,6934,1825768,1952939,1466043,1530127,229588,268954,13889,15778,92858,112159,2980,3141,20410,22780,1482880,1548632,234249,275098,24832,28358,100373,119989,5396,5795,231534,244201,207998,218766,9619,10994,6732,6626,2073,2266,702,695,4410,4854,211820,222918,11406,13068,9115,9190,3069,3411,1129,1139
C,2,2018,60,4268469,2058680,2209789,1681823,1767779,234133,276105,20642,22084,93898,113011,3580,3724,24604,27086,1702194,1789925,240542,284210,33950,37205,102332,121530,6442,6793,1834398,1970816,1480211,1553244,225072,265546,13899,15741,91924,110959,2928,3012,20364,22314,1496910,1571275,229782,271615,24903,28311,99429,118386,5369,5639,224282,238973,201612,214535,9061,10559,6743,6343,1974,2052,652,712,4240,4772,205284,218650,10760,12595,9047,8894,2903,3144,1073,1154
C,2,2018,61,4138787,1986539,2152248,1625696,1720460,223754,269947,19488,21158,91073,111043,3380,3468,23148,26172,1644970,1741976,229790,277711,32215,36058,98775,119055,6022,6423,1776543,1925284,1437138,1517023,215093,259718,13157,15153,89219,108922,2746,2881,19190,21587,1452965,1534564,219498,265487,23707,27622,96080,115895,5029,5397,209996,226964,188558,203437,8661,10229,6331,6005,1854,2121,634,587,3958,4585,192005,207412,10292,12224,8508,8436,2695,3160,993,1026
C,2,2018,62,4031351,1929061,2102290,1582384,1684744,213101,258230,18715,20434,89505,110545,3158,3466,22198,24871,1600836,1705014,218809,265651,30911,34541,96898,118280,5702,6238,1727802,1881919,1401542,1486859,204724,248554,12742,14691,87737,108521,2613,2836,18444,20458,1416724,1503328,208860,254053,22901,26475,94318,115243,4818,5195,201259,220371,180842,197885,8377,9676,5973,5743,1768,2024,545,630,3754,4413,184112,201686,9949,11598,8010,8066,2580,3037,884,1043
C,2,2018,63,3975947,1896557,2079390,1561934,1673258,205201,250991,17703,19357,87580,108684,3066,3313,21073,23787,1579397,1692652,210577,258038,29518,32909,94523,115934,5477,6048,1706588,1868705,1390444,1483087,197516,242081,12394,14251,85947,106830,2548,2746,17739,19710,1405008,1498920,201497,247359,22400,25663,92164,113198,4640,5113,189969,210685,171490,190171,7685,8910,5309,5106,1633,1854,518,567,3334,4077,174389,193732,9080,10679,7118,7246,2359,2736,837,935
C,2,2018,64,3746148,1775635,1970513,1473211,1596594,184316,231436,16147,17744,79910,99785,2672,2977,19379,21977,1489383,1614535,189118,237833,27274,30506,86083,106418,4830,5464,1605288,1778801,1319554,1423529,177283,223285,11375,13088,78508,98125,2218,2473,16350,18301,1333116,1438281,180822,228064,20858,23870,84020,103990,4107,4654,170347,191712,153657,173065,7033,8151,4772,4656,1402,1660,454,504,3029,3676,156267,176254,8296,9769,6416,6636,2063,2428,723,810
C,2,2018,65,3656610,1728336,1928274,1439445,1566575,173913,221718,14999,16902,79421,99646,2672,2900,17886,20533,1454262,1583354,178378,227612,25204,28930,85219,105815,4740,5275,1569615,1746317,1296130,1401979,167369,214006,10655,12563,78065,98043,2281,2434,15115,17292,1308532,1415947,170666,218531,19386,22871,83242,103450,4086,4484,158721,181957,143315,164596,6544,7712,4344,4339,1356,1603,391,466,2771,3241,145730,167407,7712,9081,5818,6059,1977,2365,654,791
C,2,2018,66,3480304,1640650,1839654,1375965,1502551,161632,209591,13861,15665,70141,90135,2341,2624,16710,19088,1389810,1518250,165757,215087,23741,27176,75291,95482,4275,4759,1493218,1671195,1242216,1350273,155864,202313,10041,11689,68939,88676,1990,2211,14168,16033,1253864,1363271,158962,206503,18458,21577,73561,93370,3682,4064,147432,168459,133749,152278,5768,7278,3820,3976,1202,1459,351,413,2542,3055,135946,154979,6795,8584,5283,5599,1730,2112,593,695
C,2,2018,67,3349927,1572774,1777153,1309685,1441253,158948,205942,13518,15184,72169,94019,2375,2499,16079,18256,1323064,1456065,162942,211314,22962,26009,77120,99419,4218,4619,1430206,1611053,1180568,1290990,153129,198854,9869,11231,70974,92522,2012,2130,13654,15326,1191830,1303279,156091,202946,18002,20503,75402,97230,3651,3952,142568,166100,129117,150263,5819,7088,3649,3953,1195,1497,363,369,2425,2930,131234,152786,6851,8368,4960,5506,1718,2189,567,667
C,2,2018,68,3292044,1546739,1745305,1294491,1422562,150130,196717,12980,14328,71677,91779,2343,2534,15118,17385,1307037,1436701,153844,201792,22068,24760,76191,96686,4125,4553,1412764,1588908,1172934,1280755,144795,190057,9553,10810,70606,90451,1978,2145,12898,14690,1183567,1292567,147632,193957,17380,19834,74617,94754,3544,3915,133975,156397,121557,141807,5335,6660,3427,3518,1071,1328,365,389,2220,2695,123470,144134,6212,7835,4688,4926,1574,1932,581,638
C,2,2018,69,3180464,1490167,1690297,1256412,1390082,138359,183306,12055,13443,67015,84648,2178,2378,14148,16440,1268126,1403596,141822,188018,20568,23391,71279,89245,3801,4201,1367854,1545096,1145359,1258261,133523,177292,9004,10198,65992,83404,1852,2034,12124,13907,1155321,1269576,136175,180897,16395,18856,69792,87414,3286,3623,122313,145201,111053,131821,4836,6014,3051,3245,1023,1244,326,344,2024,2533,112805,134020,5647,7121,4173,4535,1487,1831,515,578
C,2,2018,70,3239731,1516652,1723079,1297582,1440708,129143,172167,11520,12759,62463,79052,2030,2136,13914,16257,1309225,1454180,132522,176701,20087,22785,66409,83489,3613,3925,1399238,1583192,1190792,1313377,124659,166443,8574,9762,61509,77914,1744,1827,11960,13869,1200727,1324749,127243,169972,16070,18506,65008,81831,3159,3413,117414,139887,106790,127331,4484,5724,2946,2997,954,1138,286,309,1954,2388,108498,129431,5279,6729,4017,4279,1401,1658,454,512
