UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
P,10,2018,16,4152705,2117946,2034759,1561438,1490273,313273,305369,32912,31502,110589,109647,5939,5755,93795,92213,1646926,1574146,360909,352872,54849,53189,145075,143055,13078,12609,1609366,1543219,1118932,1062417,287740,280806,17911,17173,105335,104725,4195,4034,75253,74064,1187742,1130081,326797,319728,32519,31701,134302,132776,9601,9215,508580,491540,442506,427856,25533,24563,15001,14329,5254,4922,1744,1721,18542,18149,459184,444065,34112,33144,22330,21488,10773,10279,3477,3394
P,10,2018,17,4217722,2152606,2065116,1584553,1511448,322206,313137,32744,31574,113805,112416,5880,5721,93418,90820,1669439,1594185,369752,359673,55050,53323,148012,145220,12987,12613,1643908,1575857,1141659,1085018,296479,288810,18037,17519,108665,107538,4141,3965,74927,73007,1209912,1151766,335341,327032,33077,32200,137479,135176,9486,9184,508698,489259,442894,426430,25727,24327,14707,14055,5140,4878,1739,1756,18491,17813,459527,442419,34411,32641,21973,21123,10533,10044,3501,3429
P,10,2018,18,4313146,2204959,2108187,1618555,1536666,335834,326426,33811,32417,118136,116915,6061,5795,92562,89968,1702836,1618221,382567,372456,56584,54431,151707,149244,13065,12694,1690057,1616146,1169568,1107989,310096,301732,18769,17951,113012,112002,4348,4081,74264,72391,1237339,1173815,348263,339508,34147,33000,141368,139210,9677,9306,514902,492041,448987,428677,25738,24694,15042,14466,5124,4913,1713,1714,18298,17577,465497,444406,34304,32948,22437,21431,10339,10034,3388,3388
P,10,2018,19,4273329,2188595,2084734,1612565,1526176,330380,319076,33057,31878,116573,114687,6044,5579,89976,87338,1694276,1605132,375661,363851,55630,53944,148782,145597,13144,12308,1686085,1605911,1174108,1108682,305206,295053,18542,18052,111543,109951,4357,3987,72329,70186,1239994,1172277,342334,331783,34013,33256,138669,135870,9742,9102,502510,478823,438457,417494,25174,24023,14515,13826,5030,4736,1687,1592,17647,17152,454282,432855,33327,32068,21617,20688,10113,9727,3402,3206
P,10,2018,20,4289065,2196645,2092420,1616112,1528639,333359,322307,33085,31810,119886,118402,6074,5670,88129,85592,1695754,1606293,377342,365599,55624,53865,151384,148473,13082,12177,1698942,1618840,1181603,1115469,308529,298687,18537,17946,114841,113601,4368,4046,71064,69091,1245951,1178317,344677,334348,34075,33305,141494,138923,9787,9057,497703,473580,434509,413170,24830,23620,14548,13864,5045,4801,1706,1624,17065,16501,449803,427976,32665,31251,21549,20560,9890,9550,3295,3120
P,10,2018,21,4283793,2194168,2089625,1615037,1526914,330783,320556,32477,31461,124999,122517,6080,5552,84792,82625,1691794,1601556,372322,361565,54769,53440,155683,151841,12723,11956,1700936,1622363,1183667,1118441,306579,297706,18206,17912,120073,117807,4407,4022,68004,66475,1245391,1178563,340390,331259,33597,33266,145963,142606,9527,8948,493232,467262,431370,408473,24204,22850,14271,13549,4926,4710,1673,1530,16788,16150,446403,422993,31932,30306,21172,20174,9720,9235,3196,3008
P,10,2018,22,4327308,2218263,2109045,1631942,1539717,331035,322478,32953,31183,132511,128951,6339,5710,83483,81006,1707400,1612620,371068,362224,55696,53188,162660,157972,13049,12292,1725476,1643788,1200930,1132560,307031,300152,18442,17598,127610,124177,4599,4125,66864,65176,1261508,1191320,339551,332722,34063,32894,153196,148687,9799,9264,492787,465257,431012,407157,24004,22326,14511,13585,4901,4774,1740,1585,16619,15830,445892,421300,31517,29502,21633,20294,9464,9285,3250,3028
P,10,2018,23,4429434,2275632,2153802,1666516,1567114,347708,335011,33602,31902,139076,134232,6541,6181,82189,79362,1740329,1638282,386690,373745,56811,54042,168805,162505,13333,12835,1775502,1682314,1228500,1154690,323077,311689,19071,18199,134163,129453,4769,4489,65922,63794,1287711,1212017,354740,343187,35348,33817,159424,153355,10068,9688,500130,471488,438016,412424,24631,23322,14531,13703,4913,4779,1772,1692,16267,15568,452618,426265,31950,30558,21463,20225,9381,9150,3265,3147
P,10,2018,24,4497388,2310749,2186639,1682302,1581325,362637,349333,33767,32472,145445,139161,6550,6346,80048,78002,1753801,1650894,399818,386640,57271,55210,174448,167028,13592,12915,1808622,1715947,1242194,1169554,337743,326166,19367,18420,140505,134472,4829,4625,63984,62710,1299336,1225507,367791,356534,35872,34598,165141,158070,10317,9780,502127,470692,440108,411771,24894,23167,14400,14052,4940,4689,1721,1721,16064,15292,454465,425387,32027,30106,21399,20612,9307,8958,3275,3135
P,10,2018,25,4600486,2366234,2234252,1719586,1609437,377171,362724,35199,33559,150829,146676,6958,6365,76491,75491,1787637,1676471,411830,398191,58026,56364,179184,173692,13773,12941,1855921,1760394,1271771,1194511,351724,339193,20266,19525,145965,141895,5089,4677,61106,60593,1326186,1248367,379549,367851,36353,35810,170059,164845,10429,9800,510313,473858,447815,414926,25447,23531,14933,14034,4864,4781,1869,1688,15385,14898,461451,428104,32281,30340,21673,20554,9125,8847,3344,3141
P,10,2018,26,4700838,2415672,2285166,1756655,1646280,383746,368983,36891,34174,156076,154961,6993,6556,75311,74212,1823325,1711923,416509,402498,60406,56902,184280,182453,13852,13212,1897029,1805626,1301837,1226192,357794,344926,21310,20081,151160,150118,5091,4796,59837,59513,1354776,1278863,383696,371825,37865,36329,175284,173579,10498,9953,518643,479540,454818,420088,25952,24057,15581,14093,4916,4843,1902,1760,15474,14699,468549,433060,32813,30673,22541,20573,8996,8874,3354,3259
P,10,2018,27,4810629,2453939,2356690,1783508,1691592,388232,382885,37188,33894,164904,167512,7816,6884,72291,73923,1846469,1756006,419020,416143,59768,56140,193040,196078,15103,14042,1937394,1880201,1332322,1276979,361612,356968,21307,20143,159633,162167,5717,5094,56803,58850,1381673,1328176,385582,383329,36989,35801,183530,186474,11438,10774,516545,476489,451186,414613,26620,25917,15881,13751,5271,5345,2099,1790,15488,15073,464796,427830,33438,32814,22779,20339,9510,9604,3665,3268
P,10,2018,28,4840313,2463698,2376615,1799697,1711353,382157,380222,36749,33403,169236,174367,7936,7219,67923,70051,1858956,1772713,410109,411102,58045,55014,196483,201292,14793,13872,1947069,1905503,1348096,1301528,355453,354035,20693,19882,163880,169083,5730,5391,53217,55584,1394346,1350113,376894,378346,35426,35048,187190,192035,11138,10645,516629,471112,451601,409825,26704,26187,16056,13521,5356,5284,2206,1828,14706,14467,464610,422600,33215,32756,22619,19966,9293,9257,3655,3227
P,10,2018,29,4657995,2370078,2287917,1737016,1645437,359619,362889,34938,31752,168197,176210,7848,6800,62460,64829,1791519,1701819,384873,391056,54917,51769,193179,201644,14045,13160,1878781,1843529,1307344,1258467,334362,338287,19433,18925,163168,171108,5726,5132,48748,51610,1349702,1303173,353505,360375,33149,33048,184619,193030,10665,10232,491297,444388,429672,386970,25257,24602,15505,12827,5029,5102,2122,1668,13712,13219,441817,398646,31368,30681,21768,18721,8560,8614,3380,2928
P,10,2018,30,4554902,2309579,2245323,1707175,1626664,336233,344642,34525,30719,165112,174757,7631,6878,58903,61663,1758295,1680406,359453,371013,53239,49843,189215,199147,13741,12913,1821279,1806131,1279216,1244014,311920,320563,18887,17886,160203,169812,5554,5160,45499,48696,1318561,1286368,329224,340891,31464,31300,180828,190704,10360,9972,488300,439192,427959,382650,24313,24079,15638,12833,4909,4945,2077,1718,13404,12967,439734,394038,30229,30122,21775,18543,8387,8443,3381,2941
P,10,2018,31,4430908,2249014,2181894,1675329,1588642,317111,326619,32783,29545,161216,171552,7636,6646,54939,58890,1722849,1639946,338651,351564,50729,48058,183580,194953,13483,12434,1771337,1753050,1255690,1214386,293911,303346,17569,17230,156470,166915,5461,4962,42236,46211,1291955,1254500,309827,322440,29628,30077,175626,187015,10145,9583,477677,428844,419639,374256,23200,23273,15214,12315,4746,4637,2175,1684,12703,12679,430894,385446,28824,29124,21101,17981,7954,7938,3338,2851
P,10,2018,32,4435651,2249322,2186329,1686045,1602012,308574,320662,32601,29498,161500,171431,7577,6721,53025,56005,1732129,1650529,328788,343958,49862,47921,183312,193462,13292,12322,1768923,1756439,1263374,1226333,285555,297350,17337,16918,156678,166937,5410,5029,40569,43872,1298476,1264166,300203,315168,28897,29798,175264,185793,9935,9515,480399,429890,422671,375679,23019,23312,15264,12580,4822,4494,2167,1692,12456,12133,433653,386363,28585,28790,20965,18123,8048,7669,3357,2807
P,10,2018,33,4468318,2259789,2208529,1701167,1621654,305106,320868,32252,29384,161994,174411,7522,6771,51748,55441,1745956,1669771,324656,343202,49849,47699,182943,196626,13077,12481,1775381,1774808,1274522,1242144,282463,297775,16642,16803,157317,169833,5347,5154,39090,43099,1308085,1279383,296466,314403,28267,29602,175168,188828,9757,9752,484408,433721,426645,379510,22643,23093,15610,12581,4677,4578,2175,1617,12658,12342,437871,390388,28190,28799,21582,18097,7775,7798,3320,2729
P,10,2018,34,4370038,2199262,2170776,1657453,1595324,292066,311900,31442,28865,161671,174696,7229,6453,49401,53538,1700271,1641660,310229,332949,48322,46959,181939,196510,12727,12052,1728668,1741918,1242552,1219578,270370,289386,16379,16394,157037,170327,5137,4818,37193,41415,1274563,1255289,283242,304904,27518,28947,174245,188936,9474,9273,470594,428858,414901,375746,21696,22514,15063,12471,4634,4369,2092,1635,12208,12123,425708,386371,26987,28045,20804,18012,7694,7574,3253,2779
P,10,2018,35,4348609,2183914,2164695,1650390,1591671,287817,310216,31469,28989,158668,174394,7261,6588,48309,52837,1692139,1637289,305567,330738,48188,47275,178451,195716,12548,12185,1715901,1735198,1237463,1215756,266370,287369,16186,16296,154075,170066,5260,4920,36547,40791,1268799,1250760,278952,302492,27380,29006,170880,188268,9445,9390,468013,429497,412927,375915,21447,22847,15283,12693,4593,4328,2001,1668,11762,12046,423340,386529,26615,28246,20808,18269,7571,7448,3103,2795
P,10,2018,36,4388309,2199439,2188870,1665630,1611320,289018,314361,31299,28871,158252,175300,7278,6703,47962,52315,1707105,1656436,306577,334863,48171,47157,177677,196145,12614,12235,1725750,1750119,1247355,1226808,267456,291138,16145,16085,153539,170718,5182,4955,36073,40415,1278283,1261464,279823,306265,27423,28864,169930,188456,9421,9381,473689,438751,418275,384512,21562,23223,15154,12786,4713,4582,2096,1748,11889,11900,428822,394972,26754,28598,20748,18293,7747,7689,3193,2854
P,10,2018,37,4312371,2156093,2156278,1639457,1592822,283012,309190,30001,28400,150072,168866,7051,6188,46500,50812,1679439,1636658,299818,329172,46735,46351,168798,188849,12258,11591,1697844,1726147,1234543,1215642,262279,286739,15362,15852,145565,164375,5055,4510,35040,39029,1264439,1249123,274149,301359,26598,28309,161383,181389,9164,8816,458249,430131,404914,377180,20733,22451,14639,12548,4507,4491,1996,1678,11460,11783,415000,387535,25669,27813,20137,18042,7415,7460,3094,2775
P,10,2018,38,4400614,2206416,2194198,1675470,1616418,295250,322253,31168,28729,150449,169279,7248,6464,46831,51055,1715788,1660397,312311,342354,48257,47035,169173,189154,12547,11990,1727972,1753818,1252651,1229755,273745,299281,15857,16050,145737,164756,5090,4785,34892,39191,1282424,1263234,285628,313936,27248,28840,161416,181679,9287,9255,478444,440380,422819,386663,21505,22972,15311,12679,4712,4523,2158,1679,11939,11864,433364,397163,26683,28418,21009,18195,7757,7475,3260,2735
P,10,2018,39,4194809,2097667,2097142,1595615,1545569,278765,307508,29137,27175,144248,163270,6413,5993,43489,47627,1633139,1586453,294400,326177,45164,44364,161515,181972,11300,10974,1652027,1680466,1201756,1179822,258590,285674,14941,15139,139967,159072,4507,4454,32266,36305,1229354,1210753,269416,299030,25541,27138,154450,174908,8332,8454,445640,416676,393859,365747,20175,21834,14196,12036,4281,4198,1906,1539,11223,11322,403785,375700,24984,27147,19623,17226,7065,7064,2968,2520
P,10,2018,40,4031389,2010001,2021388,1533805,1493248,263658,293569,27569,26320,137771,157497,6099,5575,41099,45179,1569074,1532041,278445,310910,42963,43024,154017,175142,10507,10293,1580798,1615040,1153513,1136451,244597,272500,14181,14461,133641,153263,4351,4085,30515,34280,1179392,1165637,254848,284891,24446,26017,147270,168231,7839,7857,429203,406348,380292,356797,19061,21069,13388,11859,4130,4234,1748,1490,10584,10899,389682,366404,23597,26019,18517,17007,6747,6911,2668,2436
P,10,2018,41,4024038,2001044,2022994,1532392,1498464,259795,291639,27838,26413,135358,156657,5936,5607,39725,44214,1566497,1536162,273861,308568,42934,43059,151076,173979,10337,10306,1573451,1614220,1152635,1138000,241591,271020,14498,14882,131128,152494,4208,4130,29391,33694,1177549,1166480,251159,283149,24645,26575,144262,167171,7666,7881,427593,408774,379757,360464,18204,20619,13340,11531,4230,4163,1728,1477,10334,10520,388948,369682,22702,25419,18289,16484,6814,6808,2671,2425
P,10,2018,42,3867960,1920651,1947309,1466819,1442706,247342,277233,26778,25175,136073,155510,5598,5304,38041,41381,1499548,1477902,260347,292812,41328,40886,151261,171900,9930,9716,1506206,1546732,1098473,1088594,229657,257553,13868,13944,132082,151395,4007,3905,28119,31341,1122370,1114963,238391,268570,23587,24896,144899,165248,7429,7463,414445,400577,368346,354112,17685,19680,12910,11231,3991,4115,1591,1399,9922,10040,377178,362939,21956,24242,17741,15990,6362,6652,2501,2253
P,10,2018,43,3942167,1961721,1980446,1502049,1469136,251571,282393,26628,25498,139955,158355,5563,5122,35955,39942,1532761,1503131,263934,297132,40598,40795,154322,174267,9506,9303,1546021,1579714,1130821,1113771,234592,263016,13711,14292,135974,154362,4017,3768,26906,30505,1153519,1139510,243051,273441,23280,25084,148150,167903,7171,7117,415700,400732,371228,355365,16979,19377,12917,11206,3981,3993,1546,1354,9049,9437,379242,363621,20883,23691,17318,15711,6172,6364,2335,2186
P,10,2018,44,3895629,1934101,1961528,1482496,1458558,246934,278216,26280,24881,138593,156755,5331,4993,34467,38125,1511831,1490824,258544,292214,40009,39812,152308,171814,9228,8982,1530773,1568921,1121344,1108965,230881,259993,13629,14003,134906,152903,3902,3707,26111,29350,1143343,1133514,238995,270048,23077,24676,146679,165859,7055,6931,403328,392607,361152,349593,16053,18223,12651,10878,3687,3852,1429,1286,8356,8775,368488,357310,19549,22166,16932,15136,5629,5955,2173,2051
P,10,2018,45,3869097,1912094,1957003,1466274,1454932,245392,279717,25356,24781,136462,155432,5054,4941,33556,37200,1494746,1486268,256434,293184,38719,39541,150045,170235,8836,8845,1525875,1575744,1119969,1115295,230185,262047,13363,14133,132988,151732,3717,3673,25653,28864,1141483,1139333,237870,271762,22767,24903,144704,164500,6804,6826,386219,381259,346305,339637,15207,17670,11993,10648,3474,3700,1337,1268,7903,8336,353263,346935,18564,21422,15952,14638,5341,5735,2032,2019
P,10,2018,46,4016254,1986285,2029969,1529709,1517730,255200,289090,25952,24927,137115,156122,5099,4852,33210,37248,1557728,1549139,265860,302288,39765,40132,150329,170744,8839,8801,1602094,1649853,1184959,1178634,240250,271696,13874,14390,133545,152448,3794,3607,25672,29078,1206356,1202852,247806,281295,23833,25537,145005,165164,6816,6864,384191,380116,344750,339096,14950,17394,12078,10537,3570,3674,1305,1245,7538,8170,351372,346287,18054,20993,15932,14595,5324,5580,2023,1937
P,10,2018,47,4234541,2093281,2141260,1632361,1621418,263389,301002,25957,25728,132512,150468,5087,4855,33975,37789,1661080,1653294,274172,314252,40374,41616,145813,164876,9002,8984,1714546,1765405,1292401,1286341,248646,283851,14394,15051,128922,146873,3754,3650,26429,29639,1314518,1311083,256292,293467,24929,26960,140451,159339,6977,7041,378735,375855,339960,335077,14743,17151,11563,10677,3590,3595,1333,1205,7546,8150,346562,342211,17880,20785,15445,14656,5362,5537,2025,1943
P,10,2018,48,4356949,2158505,2198444,1689714,1674016,270108,304045,26639,25647,133047,151831,5101,5066,33896,37839,1718348,1705696,280862,317194,41298,41886,145947,166287,9086,9317,1778252,1828004,1348389,1343717,255234,287104,14823,15313,129517,148187,3805,3834,26484,29849,1370501,1368443,262981,296795,25639,27563,140652,160631,7090,7363,380253,370440,341325,330299,14874,16941,11816,10334,3530,3644,1296,1232,7412,7990,347847,337253,17881,20399,15659,14323,5295,5656,1996,1954
P,10,2018,49,4175937,2068500,2107437,1628207,1614802,252825,285060,25155,24520,125681,143589,4937,4876,31695,34590,1655087,1643808,262480,296608,39217,39908,137745,156636,8640,8758,1707016,1755220,1303560,1300107,238804,269342,14141,14699,122337,140119,3730,3716,24444,27237,1324064,1322734,245459,277711,24466,26359,132736,151366,6753,6914,361484,352217,324647,314695,14021,15718,11014,9821,3344,3470,1207,1160,7251,7353,331023,321074,17021,18897,14751,13549,5009,5270,1887,1844
P,10,2018,50,4018954,1986697,2032257,1561373,1554222,246580,278834,24451,23670,120300,138510,4464,4588,29529,32433,1586210,1581180,255478,289637,37848,38310,131454,150586,7945,8409,1643291,1696868,1253124,1254537,232944,263572,13747,14420,117272,135344,3321,3461,22883,25534,1272138,1275486,239111,271378,23704,25586,126919,145839,6196,6643,343406,335389,308249,299685,13636,15262,10704,9250,3028,3166,1143,1127,6646,6899,314072,305694,16367,18259,14144,12724,4535,4747,1749,1766
P,10,2018,51,4015012,1979418,2035594,1566608,1569302,245738,279674,23624,23568,110625,127151,4582,4517,28241,31382,1590346,1595395,254119,290294,36820,38158,121067,138343,7883,8206,1648877,1710028,1269456,1278158,232660,264763,13683,14776,107680,124173,3450,3442,21948,24716,1287662,1298465,238434,272418,23574,25984,116708,133791,6233,6539,330541,325566,297152,291144,13078,14911,9941,8792,2945,2978,1132,1075,6293,6666,302684,296930,15685,17876,13246,12174,4359,4552,1650,1667
P,10,2018,52,4038891,1988340,2050551,1572190,1582034,250989,284878,23579,23593,109316,124790,4480,4567,27786,30689,1595247,1607462,259343,295085,36854,38199,119384,135677,7906,8194,1665180,1732348,1281784,1297533,237969,270408,13833,14962,106486,121783,3402,3522,21706,24140,1299522,1317308,243718,277753,23990,26212,115140,131112,6285,6533,323160,318203,290406,284501,13020,14470,9746,8631,2830,3007,1078,1045,6080,6549,295725,290154,15625,17332,12864,11987,4244,4565,1621,1661
P,10,2018,53,4256866,2094553,2162313,1662378,1674870,262715,298741,24728,24709,111634,127529,4659,4609,28439,31855,1686128,1701228,271014,309129,38571,40086,121837,138672,8102,8410,1768476,1842231,1369303,1388864,249640,283976,14940,15989,108751,124498,3610,3609,22232,25295,1387606,1409517,255402,291516,25448,28038,117580,134120,6490,6797,326077,320082,293075,286006,13075,14765,9788,8720,2883,3031,1049,1000,6207,6560,298522,291711,15612,17613,13123,12048,4257,4552,1612,1613
P,10,2018,54,4399923,2155496,2244427,1722264,1751526,264283,302438,24739,25215,111197,128872,4486,4622,28527,31754,1745937,1777740,272309,312354,39045,41229,121367,139872,8000,8355,1843319,1930666,1441705,1470878,251703,288035,15264,16616,108494,126033,3484,3639,22669,25465,1460288,1491632,257349,295234,26428,29428,117330,135566,6427,6815,312177,313761,280559,280648,12580,14403,9475,8599,2703,2839,1002,983,5858,6289,285649,286108,14960,17120,12617,11801,4037,4306,1573,1540
P,10,2018,55,4383575,2140010,2243565,1713381,1757020,258173,296202,24205,24549,111922,129636,4228,4533,28101,31625,1736788,1783089,265968,306062,38473,40542,121843,140380,7583,8293,1844214,1942467,1447759,1487937,246127,282517,15304,16265,109260,126816,3297,3579,22467,25353,1466277,1508556,251614,289728,26540,29073,117936,136079,6143,6738,295796,301098,265622,269083,12046,13685,8901,8284,2662,2820,931,954,5634,6272,270511,274533,14354,16334,11933,11469,3907,4301,1440,1555
P,10,2018,56,4368662,2129204,2239458,1715074,1766112,253780,292881,23455,24299,104931,120696,4338,4499,27626,30971,1738176,1791499,261192,302554,37426,40357,114744,131136,7763,8163,1845983,1951096,1460256,1508237,242467,280126,14981,16208,102467,117998,3448,3580,22364,24947,1478764,1528452,247711,287159,26174,29150,111072,127038,6380,6629,283221,288362,254818,257875,11313,12755,8474,8091,2464,2698,890,919,5262,6024,259412,263047,13481,15395,11252,11207,3672,4098,1383,1534
P,10,2018,57,4383192,2129411,2253781,1729019,1788646,249208,290823,22929,24345,96982,115322,4063,4191,27210,30454,1751685,1813596,256447,300192,37031,40466,106603,125419,7357,7835,1861626,1978212,1488238,1542112,238465,278499,14947,16814,94642,112742,3268,3347,22066,24698,1506398,1562113,243658,285398,26288,29947,103051,121483,6071,6407,267785,275569,240781,246534,10743,12324,7982,7531,2340,2580,795,844,5144,5756,245287,251483,12789,14794,10743,10519,3552,3936,1286,1428
P,10,2018,58,4454871,2164437,2290434,1749931,1811223,256836,297713,23135,24576,102987,122624,4224,4252,27324,30046,1772814,1835790,264054,306942,37382,40441,112496,132634,7443,7801,1895032,2013348,1507634,1562925,246154,285476,15022,17068,100588,119983,3386,3443,22248,24453,1526081,1582667,251337,292312,26519,30024,108958,128671,6091,6463,269405,277086,242297,248298,10682,12237,8113,7508,2399,2641,838,809,5076,5593,246733,253123,12717,14630,10863,10417,3538,3963,1352,1338
P,10,2018,59,4337347,2102616,2234731,1709148,1776308,245863,287649,21963,23116,95885,115005,3905,3939,25852,28714,1730725,1799924,252473,296261,35572,38731,105043,124299,6951,7190,1856775,1979144,1488000,1547505,236012,276173,14623,16119,93706,112601,3167,3216,21267,23530,1505623,1566635,240795,282590,25735,28982,101799,120719,5753,5979,245841,255587,221148,228803,9851,11476,7340,6997,2179,2404,738,723,4585,5184,225102,233289,11678,13671,9837,9749,3244,3580,1198,1211
P,10,2018,60,4223896,2037899,2185997,1661265,1743085,233378,275225,20170,22116,94967,114547,3648,3803,24471,27221,1681549,1765313,239768,283400,33326,37019,103397,123388,6454,6847,1812212,1945955,1458751,1527988,223930,264406,13562,15654,92933,112363,2947,3112,20089,22432,1475245,1546129,228533,270531,24378,28006,100364,120064,5328,5735,225687,240042,202514,215097,9448,10819,6608,6462,2034,2184,701,691,4382,4789,206304,219184,11235,12869,8948,9013,3033,3324,1126,1112
P,10,2018,61,4211337,2023784,2187553,1653980,1750180,228934,273460,20206,21669,93136,112012,3474,3627,24054,26605,1673964,1772016,235218,281387,33306,36745,101242,120179,6264,6623,1805428,1952796,1457801,1539495,220019,262969,13581,15483,91247,110021,2852,2928,19928,21900,1474194,1557274,224639,268871,24420,28064,98488,117101,5246,5466,218356,234757,196179,210685,8915,10491,6625,6186,1889,1991,622,699,4126,4705,199770,214742,10579,12516,8886,8681,2754,3078,1018,1157
P,10,2018,62,4071691,1948433,2123258,1595682,1697567,217650,264435,18978,20907,90124,111046,3304,3466,22695,25837,1614587,1718775,223508,272084,31443,35608,97679,119026,5908,6359,1743616,1899691,1411826,1497204,209154,254395,12858,14983,88295,108925,2691,2900,18792,21284,1427343,1514481,213388,260060,23193,27283,95000,115862,4930,5370,204817,223567,183856,200363,8496,10040,6120,5924,1829,2121,613,566,3903,4553,187244,204294,10120,12024,8250,8325,2679,3164,978,989
P,10,2018,63,3989505,1904132,2085373,1564461,1673713,207446,253371,18237,19826,89077,110709,3140,3428,21771,24326,1582486,1693521,213041,260679,30300,33556,96291,118272,5671,6182,1706868,1868127,1386849,1478248,199395,243907,12498,14343,87337,108772,2615,2820,18174,20037,1401754,1494328,203475,249324,22605,25824,93789,115391,4801,5186,197264,217246,177612,195465,8051,9464,5739,5483,1740,1937,525,608,3597,4289,180732,199193,9566,11355,7695,7732,2502,2881,870,996
P,10,2018,64,3864438,1834317,2030121,1515127,1636818,194765,242572,16916,18779,84450,105710,2867,3224,20192,23018,1531934,1655562,199915,249328,28300,32002,91037,112664,5105,5864,1653311,1827410,1351776,1453979,187320,233968,11877,13808,82950,103867,2379,2648,17009,19140,1365805,1469347,191138,239022,21563,24979,88810,110000,4339,4943,181006,202711,163351,182839,7445,8604,5039,4971,1500,1843,488,576,3183,3878,166129,186215,8777,10306,6737,7023,2227,2664,766,921
P,10,2018,65,3678261,1737102,1941159,1443371,1575177,177814,225480,15618,17257,78825,98783,2686,2898,18788,21564,1459035,1592815,182433,231716,26399,29739,84848,105361,4796,5376,1572561,1753372,1294970,1405500,170996,217480,11005,12771,77455,97198,2267,2425,15868,17998,1308127,1420028,174372,222176,20185,23356,82854,102993,4113,4590,164541,187787,148401,169677,6818,8000,4613,4486,1370,1585,419,473,2920,3566,150908,172787,8061,9540,6214,6383,1994,2368,683,786
P,10,2018,66,3565986,1680496,1885490,1403495,1534716,166296,214863,14355,16306,76496,96939,2594,2838,17260,19828,1417847,1550990,170601,220537,24291,28071,81949,102729,4598,5107,1527775,1709702,1265419,1375724,160127,207398,10267,12114,75171,95399,2203,2392,14588,16675,1277432,1389251,163317,211732,18752,22183,80062,100477,3946,4342,152721,175788,138076,158992,6169,7465,4088,4192,1325,1540,391,446,2672,3153,140415,161739,7284,8805,5539,5888,1887,2252,652,765
P,10,2018,67,3404696,1598245,1806451,1338933,1471914,157661,207480,13544,15402,69542,90428,2320,2587,16245,18640,1352377,1487174,161653,212896,23188,26630,74535,95663,4201,4704,1453574,1639892,1207647,1321338,151921,200377,9830,11428,68373,88934,1982,2178,13821,15637,1218993,1333954,154931,204515,18109,21064,72844,93519,3639,4022,144671,166559,131286,150576,5740,7103,3714,3974,1169,1494,338,409,2424,3003,133384,153220,6722,8381,5079,5566,1691,2144,562,682
P,10,2018,68,3302970,1547284,1755686,1288731,1424698,154442,201415,13226,14805,72764,94300,2357,2486,15764,17982,1301830,1439279,158390,206729,22543,25426,77594,99646,4176,4571,1408856,1592617,1163376,1277157,148802,194357,9666,11023,71625,92862,1977,2127,13410,15091,1174433,1289259,151772,198385,17659,20136,75943,97512,3604,3912,138428,163069,125355,147541,5640,7058,3560,3782,1139,1438,380,359,2354,2891,127397,150020,6618,8344,4884,5290,1651,2134,572,659
P,10,2018,69,3213917,1504005,1709912,1263660,1399473,141962,188691,12473,13824,69022,88526,2281,2479,14607,16919,1275801,1413291,145465,193600,21250,24024,73441,93259,3988,4407,1375616,1559163,1147139,1262614,136895,182314,9195,10447,67955,87299,1939,2108,12493,14381,1157452,1274241,139544,186105,16813,19345,71882,91460,3426,3807,128389,150749,116521,136859,5067,6377,3278,3377,1067,1227,342,371,2114,2538,118349,139050,5921,7495,4437,4679,1559,1799,562,600
P,10,2018,70,3133051,1463000,1670051,1237839,1377424,132891,178608,11532,13171,64972,82421,2054,2315,13712,16112,1249209,1390729,136291,183102,19779,22958,69045,86931,3615,4123,1343370,1527729,1129234,1248233,128104,172738,8609,9992,63995,81221,1750,1981,11678,13564,1138831,1259307,130693,176154,15731,18440,67609,85155,3132,3550,119630,142322,108605,129191,4787,5870,2923,3179,977,1200,304,334,2034,2548,110378,131422,5598,6948,4048,4518,1436,1776,483,573
