UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
P,8,2018,41,3996606,1986586,2010020,1520626,1488500,257735,289534,27679,26195,135289,156433,5901,5573,39356,43785,1554458,1525846,271646,306211,42655,42685,150825,173617,10260,10252,1561983,1602844,1143577,1129359,239608,269036,14434,14796,131070,152295,4167,4087,29127,33271,1168305,1157485,249051,280926,24523,26350,144062,166800,7590,7814,424603,407176,377049,359141,18127,20498,13245,11399,4219,4138,1734,1486,10229,10514,386153,368361,22595,25285,18132,16335,6763,6817,2670,2438
P,8,2018,42,3864116,1919852,1944264,1466828,1440462,247077,277101,26674,25151,136055,155322,5514,5269,37704,40959,1499264,1475314,259977,292480,41150,40799,151111,171505,9749,9609,1505771,1544424,1098570,1086960,229545,257350,13762,13908,132069,151223,3956,3871,27869,31112,1122261,1113170,238196,268262,23471,24883,144756,164919,7302,7365,414081,399840,368258,353502,17532,19751,12912,11243,3986,4099,1558,1398,9835,9847,377003,362144,21781,24218,17679,15916,6355,6586,2447,2244
P,8,2018,43,3964861,1973619,1991242,1512157,1478892,252884,283405,26676,25544,140450,158638,5647,5095,35805,39668,1542667,1512615,265096,297992,40705,40800,154738,174428,9634,9226,1557128,1590186,1139959,1122779,235974,264349,13758,14295,136466,154661,4091,3767,26880,30335,1162584,1148304,244404,274671,23347,25060,148632,168176,7297,7089,416491,401056,372198,356113,16910,19056,12918,11249,3984,3977,1556,1328,8925,9333,380083,364311,20692,23321,17358,15740,6106,6252,2337,2137
P,8,2018,44,3863766,1916468,1947298,1469288,1447834,244207,276058,26044,24675,137632,155916,5207,4978,34090,37837,1498289,1479810,255669,289923,39610,39510,151231,170876,9068,8978,1518439,1558615,1112744,1101649,228453,257974,13505,13951,134040,152143,3823,3688,25874,29210,1134523,1126048,236432,267971,22916,24606,145716,165018,6955,6922,398029,388683,356544,346185,15754,18084,12539,10724,3592,3773,1384,1290,8216,8627,363766,353762,19237,21952,16694,14904,5515,5858,2113,2056
P,8,2018,45,3889988,1922330,1967658,1473749,1463090,247803,281863,25457,24888,136689,155745,5086,4897,33546,37175,1502196,1494426,258767,295320,38938,39718,150221,170496,8854,8792,1535651,1585527,1126992,1122586,232607,264222,13463,14215,133179,151985,3760,3658,25650,28861,1148500,1146633,240241,273965,22950,25043,144876,164696,6823,6814,386679,382131,346757,340504,15196,17641,11994,10673,3510,3760,1326,1239,7896,8314,353696,347793,18526,21355,15988,14675,5345,5800,2031,1978
P,8,2018,46,4051978,2004678,2047300,1547571,1534306,256626,290767,25950,24953,136203,155166,5058,4852,33270,37256,1575644,1565704,267293,303927,39826,40290,149381,169718,8811,8812,1621658,1668662,1203772,1196463,241733,273511,14005,14478,132634,151535,3749,3609,25765,29066,1225244,1220670,249331,283044,24043,25760,144054,164188,6797,6861,383020,378638,343799,337843,14893,17256,11945,10475,3569,3631,1309,1243,7505,8190,350400,345034,17962,20883,15783,14530,5327,5530,2014,1951
P,8,2018,47,4275666,2113770,2161896,1650660,1639257,265323,303197,26168,25829,132450,150636,5064,4894,34105,38083,1679521,1671355,276150,316510,40710,41880,145738,165150,9011,9095,1734913,1786284,1310554,1304503,250604,285987,14575,15119,128862,147036,3734,3675,26584,29964,1332824,1329494,258297,295709,25251,27196,140375,159593,6965,7142,378857,375612,340106,334754,14719,17210,11593,10710,3588,3600,1330,1219,7521,8119,346697,341861,17853,20801,15459,14684,5363,5557,2046,1953
P,8,2018,48,4348743,2156541,2192202,1689347,1670661,269130,302284,26465,25624,132714,151328,5169,5052,33716,37253,1717827,1701832,279790,315171,41052,41677,145543,165555,9181,9275,1776099,1822668,1347970,1340934,254253,285553,14606,15342,129175,147665,3868,3839,26227,29335,1369857,1365229,261860,295023,25329,27427,140237,159892,7184,7333,380442,369534,341377,329727,14877,16731,11859,10282,3539,3663,1301,1213,7489,7918,347970,336603,17930,20148,15723,14250,5306,5663,1997,1942
P,8,2018,49,4133108,2046203,2086905,1610832,1599704,249655,281554,25034,24291,124669,142413,4774,4785,31239,34158,1637301,1628340,259127,292960,38979,39550,136535,155238,8387,8589,1690406,1739964,1291206,1289901,235845,265942,14161,14595,121432,139012,3594,3622,24168,26892,1311470,1312225,242404,274178,24431,26159,131685,150111,6555,6763,355797,346941,319626,309803,13810,15612,10873,9696,3237,3401,1180,1163,7071,7266,325831,316115,16723,18782,14548,13391,4850,5127,1832,1826
P,8,2018,50,4020022,1987150,2032872,1562764,1555775,247911,280131,24298,23604,118417,136451,4529,4608,29231,32303,1587310,1582614,256708,290874,37640,38259,129459,148443,7947,8449,1643962,1697697,1254643,1256089,234235,264935,13690,14463,115384,133314,3369,3482,22641,25414,1273395,1276936,240323,272676,23632,25659,124919,143685,6205,6684,343188,335175,308121,299686,13676,15196,10608,9141,3033,3137,1160,1126,6590,6889,313915,305678,16385,18198,14008,12600,4540,4758,1742,1765
P,8,2018,51,4018016,1979876,2038140,1568439,1573087,245725,280026,23573,23540,109435,125687,4568,4546,28136,31254,1592077,1599059,254084,290628,36762,38086,119799,136795,7911,8205,1651271,1714385,1272929,1283608,232802,265215,13714,14764,106482,122713,3435,3455,21909,24630,1291099,1303822,238574,272887,23621,25928,115437,132288,6251,6529,328605,323755,295510,289479,12923,14811,9859,8776,2953,2974,1133,1091,6227,6624,300978,295237,15510,17741,13141,12158,4362,4507,1660,1676
P,8,2018,52,4072020,2005429,2066591,1586001,1594224,253353,287756,23851,23762,109945,125520,4464,4505,27815,30824,1609074,1619765,261676,297921,37209,38521,119973,136442,7874,8143,1681559,1748375,1294984,1309768,240271,273228,14048,15098,107129,122496,3400,3493,21727,24292,1312735,1329662,246007,280542,24281,26522,115749,131863,6264,6522,323870,318216,291017,284456,13082,14528,9803,8664,2816,3024,1064,1012,6088,6532,296339,290103,15669,17379,12928,11999,4224,4579,1610,1621
P,8,2018,53,4305074,2117860,2187214,1682480,1696967,265417,301125,24853,24944,111828,127589,4686,4693,28596,31896,1706343,1723338,273684,311520,38823,40475,122100,138654,8173,8484,1791982,1866439,1389508,1410117,252392,286426,15077,16279,108960,124588,3637,3683,22408,25346,1407945,1430810,258136,293978,25711,28484,117871,134123,6550,6862,325878,320775,292972,286850,13025,14699,9776,8665,2868,3001,1049,1010,6188,6550,298398,292528,15548,17542,13112,11991,4229,4531,1623,1622
P,8,2018,54,4400498,2154609,2245889,1722440,1753851,263200,301099,24650,25121,111337,129432,4435,4606,28547,31780,1746167,1780093,271261,310962,39015,41127,121456,140454,7945,8379,1844726,1934020,1444043,1475019,250623,286750,15303,16506,108650,126631,3449,3621,22658,25493,1462644,1495780,256288,293926,26515,29318,117435,136184,6392,6810,309883,311869,278397,278832,12577,14349,9347,8615,2687,2801,986,985,5889,6287,283523,284313,14973,17036,12500,11809,4021,4270,1553,1569
P,8,2018,55,4387164,2141910,2245254,1716212,1759986,257850,295841,24117,24588,111467,128834,4218,4494,28046,31511,1739565,1785898,265567,305693,38317,40622,121407,139515,7574,8221,1848663,1946634,1452651,1493121,246023,282342,15280,16328,108846,126010,3301,3563,22562,25270,1471241,1513633,251482,289519,26540,29165,117561,135231,6176,6700,293247,298620,263561,266865,11827,13499,8837,8260,2621,2824,917,931,5484,6241,268324,272265,14085,16174,11777,11457,3846,4284,1398,1521
P,8,2018,56,4370619,2129784,2240835,1718728,1769978,253144,292407,23426,24366,102647,118702,4308,4455,27531,30927,1741739,1795343,260523,302071,37442,40419,112393,129089,7702,8122,1848934,1954572,1466083,1513903,241903,279786,15032,16349,100217,116026,3445,3541,22254,24967,1484500,1534151,247130,286836,26258,29339,108740,125027,6333,6611,280850,286263,252645,256075,11241,12621,8394,8017,2430,2676,863,914,5277,5960,257239,261192,13393,15235,11184,11080,3653,4062,1369,1511
P,8,2018,57,4406119,2140271,2265848,1737572,1798518,250660,292290,22889,24295,97792,116274,4098,4205,27260,30266,1760274,1823331,257894,301492,37074,40367,107381,126333,7380,7803,1873435,1990654,1497677,1552216,240020,279982,14901,16814,95424,113680,3283,3380,22130,24582,1515888,1572133,245204,286779,26317,29914,103822,122394,6066,6401,266836,275194,239895,246302,10640,12308,7988,7481,2368,2594,815,825,5130,5684,244386,251198,12690,14713,10757,10453,3559,3939,1314,1402
P,8,2018,58,4451152,2164462,2286690,1749780,1807528,257201,298023,23205,24419,102914,122385,4175,4231,27187,30104,1772539,1832104,264321,307328,37376,40358,112447,132355,7415,7786,1896481,2011817,1508822,1561392,246461,285803,15137,16955,100548,119787,3349,3421,22164,24459,1527189,1581099,251574,292696,26590,29964,108953,128411,6087,6430,267981,274873,240958,246136,10740,12220,8068,7464,2366,2598,826,810,5023,5645,245350,251005,12747,14632,10786,10394,3494,3944,1328,1356
P,8,2018,59,4305129,2084636,2220493,1694756,1765244,243543,285485,21493,22933,95437,114612,3854,3892,25553,28327,1716046,1788559,250135,293938,35055,38380,104388,123780,6811,7096,1842289,1967741,1476810,1538863,233792,274175,14298,16014,93278,112240,3118,3182,20993,23267,1494175,1557814,238560,280465,25373,28789,101158,120257,5628,5922,242347,252752,217946,226381,9751,11310,7195,6919,2159,2372,736,710,4560,5060,221871,230745,11575,13473,9682,9591,3230,3523,1183,1174
P,8,2018,60,4243732,2047451,2196281,1670351,1753784,233452,274867,20301,22148,95141,114437,3621,3791,24585,27254,1690776,1776062,239832,283056,33512,37133,103610,123240,6452,6830,1822507,1956779,1468314,1539118,224118,264104,13739,15736,93136,112292,2936,3085,20264,22444,1484996,1557287,228739,270232,24636,28143,100644,119962,5336,5688,224944,239502,202037,214666,9334,10763,6562,6412,2005,2145,685,706,4321,4810,205780,218775,11093,12824,8876,8990,2966,3278,1116,1142
P,8,2018,61,4201566,2018750,2182816,1651668,1746836,227653,272929,20114,21538,91994,111447,3517,3587,23804,26479,1671417,1768573,233886,280792,33137,36590,100003,119531,6242,6595,1802778,1949949,1457710,1537927,218794,262494,13541,15345,90098,109423,2889,2915,19746,21845,1473933,1555652,223373,268374,24334,27934,97250,116447,5239,5476,215972,232867,193958,208909,8859,10435,6573,6193,1896,2024,628,672,4058,4634,197484,212921,10513,12418,8803,8656,2753,3084,1003,1119
P,8,2018,62,4048895,1937173,2111722,1586673,1689332,215869,262029,18847,20751,90015,110626,3238,3454,22531,25530,1605450,1710239,221669,269606,31172,35265,97519,118521,5845,6293,1733445,1889177,1403800,1489752,207464,252067,12712,14954,88191,108520,2646,2883,18632,21001,1419184,1506762,211644,257668,22907,27094,94850,115375,4888,5289,203728,222545,182873,199580,8405,9962,6135,5797,1824,2106,592,571,3899,4529,186266,203477,10025,11938,8265,8171,2669,3146,957,1004
P,8,2018,63,3993113,1905641,2087472,1566427,1676225,207576,253376,18160,19742,88708,110482,3097,3389,21673,24258,1584340,1696002,213157,260602,30206,33402,95883,118049,5629,6154,1709620,1871551,1389825,1481769,199563,244085,12521,14317,87000,108565,2569,2796,18142,20019,1404680,1497847,203671,249461,22655,25752,93413,115200,4761,5180,196021,215921,176602,194456,8013,9291,5639,5425,1708,1917,528,593,3531,4239,179660,198155,9486,11141,7551,7650,2470,2849,868,974
P,8,2018,64,3834835,1818820,2016015,1504301,1627597,191824,239928,16662,18509,83287,104165,2816,3159,19930,22657,1520934,1646041,196885,246612,28004,31603,89704,110947,4997,5766,1641109,1816311,1343968,1447411,184448,231472,11716,13617,81838,102378,2349,2599,16790,18834,1357862,1462541,188177,236467,21374,24681,87560,108358,4263,4866,177711,199704,160333,180186,7376,8456,4946,4892,1449,1787,467,560,3140,3823,163072,183500,8708,10145,6630,6922,2144,2589,734,900
P,8,2018,65,3669057,1733484,1935573,1441569,1571627,176210,223654,15473,17143,78995,98886,2676,2905,18561,21358,1457020,1589109,180771,229819,26072,29559,84979,105359,4767,5341,1570235,1749384,1294261,1403329,169524,215717,10941,12714,77595,97313,2255,2428,15659,17883,1307199,1417778,172864,220393,19974,23274,82947,103004,4080,4554,163249,186189,147308,168298,6686,7937,4532,4429,1400,1573,421,477,2902,3475,149821,171331,7907,9426,6098,6285,2032,2355,687,787
P,8,2018,66,3529323,1663796,1865527,1391021,1519797,164085,212124,14127,16067,74945,95250,2536,2786,17082,19503,1405195,1535788,168342,217685,24020,27663,80332,100936,4544,5020,1513086,1692143,1254647,1362998,158027,204707,10139,11953,73657,93739,2154,2351,14462,16395,1266542,1376277,161199,208938,18585,21893,78487,98740,3896,4275,150710,173384,136374,156799,6058,7417,3988,4114,1288,1511,382,435,2620,3108,138653,159511,7143,8747,5435,5770,1845,2196,648,745
P,8,2018,67,3397190,1594192,1802998,1333827,1467681,158405,207737,13545,15349,69954,91131,2313,2552,16148,18548,1347229,1482823,162396,213180,23116,26493,74893,96377,4171,4667,1450173,1636857,1203224,1317490,152646,200666,9840,11350,68776,89624,1982,2155,13705,15572,1214500,1330024,155633,204836,18055,20913,73191,94207,3624,3985,144019,166141,130603,150191,5759,7071,3705,3999,1178,1507,331,397,2443,2976,132729,152799,6763,8344,5061,5580,1702,2170,547,682
P,8,2018,68,3304043,1549470,1754573,1291154,1424113,153731,200856,13200,14695,73339,94519,2368,2515,15678,17875,1304149,1438610,157654,206121,22519,25260,78115,99801,4183,4608,1411875,1592897,1166499,1277764,148127,193856,9684,11024,72223,93096,1986,2146,13356,15011,1177491,1289799,151095,197853,17682,20092,76489,97696,3606,3958,137595,161676,124655,146349,5604,7000,3516,3671,1116,1423,382,369,2322,2864,126658,148811,6559,8268,4837,5168,1626,2105,577,650
P,8,2018,69,3198274,1496588,1701686,1259015,1395157,140440,186383,12350,13701,68057,87228,2273,2451,14453,16766,1271030,1408902,143908,191214,21022,23862,72430,91884,3964,4335,1370319,1552982,1144425,1260156,135470,180135,9108,10353,66995,86012,1933,2087,12388,14239,1154657,1271720,138091,183849,16657,19213,70890,90103,3410,3737,126269,148704,114590,135001,4970,6248,3242,3348,1062,1216,340,364,2065,2527,116373,137182,5817,7365,4365,4649,1540,1781,554,598
P,8,2018,70,3138168,1466553,1671615,1243590,1382755,131360,176066,11475,12982,64385,81460,2042,2269,13701,16083,1254996,1396030,134713,180547,19747,22740,68420,85949,3609,4089,1347373,1529786,1135287,1253911,126661,170234,8569,9855,63421,80266,1739,1934,11696,13586,1144931,1264993,129227,173655,15728,18308,67009,84202,3137,3526,119180,141829,108303,128844,4699,5832,2906,3127,964,1194,303,335,2005,2497,110065,131037,5486,6892,4019,4432,1411,1747,472,563
P,8,2018,71,3265549,1524817,1740732,1314724,1468142,123298,165951,11520,12569,59573,76005,1926,1989,13776,16076,1326298,1481540,126553,170411,20122,22585,63378,80285,3490,3708,1412487,1604695,1212403,1344193,119114,160467,8688,9689,58708,74861,1652,1696,11922,13789,1222372,1355580,121639,163958,16288,18473,62058,78647,3032,3229,112330,136037,102321,123949,4184,5484,2832,2880,865,1144,274,293,1854,2287,103926,125960,4914,6453,3834,4112,1320,1638,458,479
P,8,2018,72,2441658,1130550,1311108,961407,1088200,96714,133681,8795,10050,51306,64776,1727,1772,10601,12629,970305,1098634,99245,137136,15115,17496,54454,68465,3011,3271,1034657,1191535,874040,979387,92985,128621,6469,7580,50590,63803,1496,1526,9077,10618,881626,988067,94876,131230,11987,13964,53396,67036,2621,2859,95893,119573,87367,108813,3729,5060,2326,2470,716,973,231,246,1524,2011,88679,110567,4369,5906,3128,3532,1058,1429,390,412
P,8,2018,73,2334927,1073846,1261081,913027,1046670,92807,129997,8188,9572,48384,61316,1495,1683,9945,11843,921358,1056467,95164,133232,14116,16598,51314,64721,2764,3097,983831,1148486,830857,943822,89463,125471,6089,7276,47658,60427,1279,1441,8485,10049,837895,952064,91227,127926,11235,13370,50262,63417,2403,2688,90015,112595,82170,102848,3344,4526,2099,2296,726,889,216,242,1460,1794,83463,104403,3937,5306,2881,3228,1052,1304,361,409
P,8,2018,74,2256728,1030731,1225997,882624,1026705,85205,120953,7569,8852,44856,56644,1362,1499,9115,11344,890280,1036095,87296,124128,13049,15697,47516,59771,2508,2861,950377,1121662,809183,931277,82101,116926,5702,6738,44291,55789,1191,1291,7909,9641,815780,939194,83719,119363,10560,12698,46670,58536,2216,2501,80354,104335,73441,95428,3104,4027,1867,2114,565,855,171,208,1206,1703,74500,96901,3577,4765,2489,2999,846,1235,292,360
P,8,2018,75,2292684,1041573,1251111,902401,1060864,80930,118231,7013,8424,41391,51311,1215,1348,8623,10933,909694,1069991,82890,121194,12354,15120,43743,54229,2270,2606,966798,1151292,833929,969738,78079,114158,5414,6413,40807,50559,1072,1156,7497,9268,840272,977423,79572,116367,10179,12276,42878,53099,2001,2281,74775,99819,68472,91126,2851,4073,1599,2011,584,752,143,192,1126,1665,69422,92568,3318,4827,2175,2844,865,1130,269,325
P,8,2018,76,1990971,896810,1094161,771330,920772,71505,105521,6252,7457,38981,49691,1048,1254,7694,9466,777750,928650,73285,108057,10988,13235,41179,52280,1954,2307,829962,1004330,710081,838378,68942,102099,4837,5685,38499,49002,908,1049,6695,8117,715643,845077,70332,104048,9037,10762,40461,51294,1708,1996,66848,89831,61249,82394,2563,3422,1415,1772,482,689,140,205,999,1349,62107,83573,2953,4009,1951,2473,718,986,246,311
P,8,2018,77,1793591,798625,994966,685523,835187,64049,98060,5667,6784,35575,45115,980,1083,6831,8737,691275,842450,65580,100398,9824,12086,37571,47574,1804,2097,737303,911531,629303,758570,61734,94849,4373,5267,35132,44480,865,915,5896,7450,634248,764725,62886,96644,8047,9895,36901,46627,1591,1812,61322,83435,56220,76617,2315,3211,1294,1517,443,635,115,168,935,1287,57027,77725,2694,3754,1777,2191,670,947,213,285
P,8,2018,78,1670058,737643,932415,630177,779797,60373,93551,5264,6423,34479,43411,935,1111,6415,8122,635545,786556,61840,95770,9060,11281,36459,45670,1706,2058,679231,852074,576634,706118,58190,90387,4016,4944,34017,42808,807,911,5567,6906,581281,711811,59310,92075,7357,9168,35791,44800,1500,1746,58412,80341,53543,73679,2183,3164,1248,1479,462,603,128,200,848,1216,54264,74745,2530,3695,1703,2113,668,870,206,312
P,8,2018,79,1544204,679217,864987,583854,728589,53558,83587,4499,5700,30948,38732,759,1017,5599,7362,588592,734712,54841,85536,7827,10090,32618,40827,1431,1917,626081,791132,535076,660714,51509,80697,3424,4396,30575,38183,650,869,4847,6273,539146,665920,52490,82158,6355,8231,32068,40020,1264,1644,53136,73855,48778,67875,2049,2890,1075,1304,373,549,109,148,752,1089,49446,68792,2351,3378,1472,1859,550,807,167,273
P,8,2018,80,1454573,631315,823258,544102,694916,48585,78829,4138,5452,28530,36452,734,931,5226,6678,548503,700475,49778,80645,7259,9348,30100,38382,1330,1718,582514,753714,499189,631086,46807,76066,3210,4203,28171,35956,622,756,4515,5647,502972,635753,47708,77441,5963,7591,29572,37637,1141,1441,48801,69544,44913,63830,1778,2763,928,1249,359,496,112,175,711,1031,45531,64722,2070,3204,1296,1757,528,745,189,277
P,8,2018,81,1317091,563924,753167,485827,635394,43458,72245,3613,4795,25739,33692,653,841,4634,6200,489793,640574,44521,73912,6332,8392,27170,35488,1169,1594,519549,689095,444977,576472,41788,69759,2774,3663,25429,33194,559,701,4022,5306,448403,580868,42586,71040,5193,6812,26713,34785,1017,1372,44375,64072,40850,58922,1670,2486,839,1132,310,498,94,140,612,894,41390,59706,1935,2872,1139,1580,457,703,152,222
P,8,2018,82,1224741,516934,707807,445744,597283,40026,68649,3247,4441,23192,31082,562,731,4163,5621,449243,601952,40970,70203,5642,7755,24508,32676,1076,1352,476055,648082,408025,542252,38482,66371,2511,3404,22922,30660,487,620,3628,4775,411069,546189,39191,67557,4635,6279,24110,32062,944,1173,40879,59725,37719,55031,1544,2278,736,1037,270,422,75,111,535,846,38174,55763,1779,2646,1007,1476,398,614,132,179
P,8,2018,83,1145120,474391,670729,410377,567660,36051,64076,2932,4145,20795,28843,512,669,3724,5336,413519,572073,36889,65471,5070,7258,21946,30407,1001,1293,436776,614007,375570,515368,34708,61929,2265,3145,20533,28430,449,556,3251,4579,378302,519128,35358,63007,4173,5889,21556,29805,888,1099,37615,56722,34807,52292,1343,2147,667,1000,262,413,63,113,473,757,35217,52945,1531,2464,897,1369,390,602,113,194
P,8,2018,84,1003623,409587,594036,354464,502996,30888,56678,2429,3510,18109,25531,479,603,3218,4718,357216,506968,31602,57942,4240,6216,19146,26962,864,1151,377301,544554,324544,457325,29790,54821,1845,2655,17895,25162,409,522,2818,4069,326947,460736,30342,55794,3463,5038,18822,26432,756,1005,32286,49482,29920,45671,1098,1857,584,855,214,369,70,81,400,649,30269,46232,1260,2148,777,1178,324,530,108,146
P,8,2018,85,928729,371123,557606,322324,473285,27203,51943,2183,3235,16192,24333,410,527,2811,4283,324715,476852,27828,53065,3751,5706,17128,25595,743,1069,342909,512550,296198,431598,26197,50277,1688,2498,15998,24019,358,456,2470,3702,298289,434665,26684,51154,3086,4683,16845,25142,655,941,28214,45056,26126,41687,1006,1666,495,737,194,314,52,71,341,581,26426,42187,1144,1911,665,1023,283,453,88,128
P,8,2018,86,857591,335347,522244,293073,446368,23406,46655,1849,2910,14163,21858,366,472,2490,3981,295198,449708,23972,47728,3223,5198,14983,22990,693,957,309596,480491,269089,407717,22588,45141,1400,2219,13985,21570,318,412,2216,3432,270977,410573,23049,46000,2627,4235,14737,22572,613,834,25751,41753,23984,38651,818,1514,449,691,178,288,48,60,274,549,24221,39135,923,1728,596,963,246,418,80,123
P,8,2018,87,778997,298085,480912,262218,413932,19605,40835,1551,2535,12222,19724,317,413,2172,3473,264073,416831,20087,41796,2754,4530,12955,20731,588,821,274940,443049,240637,378831,18892,39515,1154,1893,12092,19487,278,354,1887,2969,242246,381292,19264,40253,2210,3638,12746,20365,519,718,23145,37863,21581,35101,713,1320,397,642,130,237,39,59,285,504,21827,35539,823,1543,544,892,209,366,69,103
P,8,2018,88,716831,267064,449767,234372,386517,17799,38431,1459,2339,11230,18834,288,404,1916,3242,236002,389232,18231,39297,2536,4203,11843,19775,529,788,246182,414454,214901,353662,17128,37256,1094,1778,11122,18617,259,344,1678,2797,216328,355993,17471,37917,2042,3430,11674,19451,474,682,20882,35313,19471,32855,671,1175,365,561,108,217,29,60,238,445,19674,33239,760,1380,494,773,169,324,55,106
P,8,2018,89,611975,222087,389888,195656,336405,14225,32779,1170,1830,9178,15748,231,358,1627,2768,197026,338707,14601,33557,2107,3425,9684,16521,437,693,205022,360430,179783,309035,13676,31751,880,1383,9072,15561,203,310,1408,2390,180963,311007,13964,32368,1713,2789,9515,16245,381,608,17065,29458,15873,27370,549,1028,290,447,106,187,28,48,219,378,16063,27700,637,1189,394,636,169,276,56,85
P,8,2018,90,538998,189515,349483,167338,302607,11848,28650,972,1663,7825,13795,163,283,1369,2485,168501,304675,12145,29325,1732,3091,8277,14503,341,607,175361,324121,154113,279107,11410,27734,733,1250,7755,13632,140,240,1210,2158,155136,280883,11654,28269,1412,2520,8168,14262,301,526,14154,25362,13225,23500,438,916,239,413,70,163,23,43,159,327,13365,23792,491,1056,320,571,109,241,40,81
P,8,2018,91,462341,157832,304509,139168,264127,9900,24714,764,1459,6713,11876,135,231,1152,2102,140146,265897,10173,25275,1410,2682,7074,12463,271,483,146522,283420,128555,244599,9579,23933,601,1107,6652,11739,117,198,1018,1844,129418,246145,9798,24380,1178,2205,6979,12263,239,421,11310,21089,10613,19528,321,781,163,352,61,137,18,33,134,258,10728,19752,375,895,232,477,95,200,32,62
P,8,2018,92,383928,126547,257381,111451,223181,8015,20939,613,1184,5443,10084,104,219,921,1774,112233,224668,8241,21437,1131,2192,5726,10568,218,434,117347,239718,102876,206788,7730,20325,463,899,5387,9966,91,188,800,1552,103553,208086,7903,20726,922,1800,5638,10396,188,380,9200,17663,8575,16393,285,614,150,285,56,118,13,31,121,222,8680,16582,338,711,209,392,88,172,30,54
P,8,2018,93,320094,101357,218737,89022,189811,6369,17494,505,979,4635,8697,77,189,749,1567,89654,191120,6543,17980,917,1888,4880,9091,174,355,94216,204252,82359,176377,6160,16967,380,752,4591,8597,66,168,660,1391,82918,177536,6298,17374,747,1574,4808,8946,151,314,7141,14485,6663,13434,209,527,125,227,44,100,11,21,89,176,6736,13584,245,606,170,314,72,145,23,41
P,8,2018,94,257187,78764,178423,68984,155319,4933,13951,375,793,3820,7050,71,143,581,1167,69479,156297,5084,14289,698,1473,4008,7365,134,278,73204,167242,63795,144950,4762,13546,285,611,3784,6974,63,124,515,1037,64236,145815,4884,13826,578,1223,3954,7258,117,247,5560,11181,5189,10369,171,405,90,182,36,76,8,19,66,130,5243,10482,200,463,120,250,54,107,17,31
P,8,2018,95,199787,59656,140131,52042,121747,3733,11055,301,581,3061,5684,50,109,469,955,52437,122535,3851,11338,550,1139,3218,5926,114,228,55388,131561,48049,113761,3610,10752,231,459,3039,5636,43,96,416,857,48400,114462,3706,10992,455,970,3181,5852,96,205,4268,8570,3993,7986,123,303,70,122,22,48,7,13,53,98,4037,8073,145,346,95,169,37,74,18,23
P,8,2018,96,153029,43823,109206,38049,95015,2742,8572,210,453,2443,4333,35,102,344,731,38342,95615,2834,8795,397,869,2558,4526,80,196,40900,102706,35320,88969,2657,8343,169,361,2422,4288,30,90,302,655,35578,89504,2727,8534,333,737,2524,4463,67,175,2923,6500,2729,6046,85,229,41,92,21,45,5,12,42,76,2764,6111,107,261,64,132,34,63,13,21
P,8,2018,97,113893,31622,82271,27510,71400,1925,6468,144,346,1764,3396,29,68,250,593,27720,71883,1997,6663,277,684,1846,3551,62,145,29625,77573,25650,67044,1865,6307,111,275,1753,3368,24,62,222,517,25838,67465,1928,6470,228,577,1828,3499,51,128,1997,4698,1860,4356,60,161,33,71,11,28,5,6,28,76,1882,4418,69,193,49,107,18,52,11,17
P,8,2018,98,80948,21359,59589,18299,51118,1419,5053,103,250,1320,2702,26,46,192,420,18457,51457,1474,5193,207,483,1381,2813,54,104,19983,56189,17030,47960,1375,4929,80,203,1307,2683,22,41,169,373,17171,48259,1418,5049,173,413,1362,2783,47,89,1376,3400,1269,3158,44,124,23,47,13,19,4,5,23,47,1286,3198,56,144,34,70,19,30,7,15
P,8,2018,99,51590,13124,38466,11160,32960,895,3247,69,160,882,1789,14,30,104,280,11244,33189,926,3345,127,316,914,1859,27,67,12316,36418,10414,31088,869,3153,52,132,878,1776,12,27,91,242,10486,31284,897,3236,102,269,905,1836,22,59,808,2048,746,1872,26,94,17,28,4,13,2,3,13,38,758,1905,29,109,25,47,9,23,5,8
